DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2009,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2010,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2011,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2012,0.235,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2013,0.235,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2014,0.650,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2015,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2016,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2017,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2018,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2019,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AL,2020,0.000,
ESTAT:TEN00125(1.0),14/04/22 11:00:00,A,FC_OTH_HH_E,C0000X0350-0370,KTOE,AT,2009,55.760,
