DATAFLOW,LAST UPDATE,freq,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-01,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-02,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-03,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-04,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-05,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-06,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-07,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-08,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-09,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-10,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-11,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2018-12,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-01,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-02,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-03,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-04,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-05,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-06,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-07,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-08,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-09,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-10,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-11,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2019-12,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-01,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-02,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-03,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-04,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-05,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-06,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-07,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-08,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-09,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-10,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-11,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2020-12,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-01,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-02,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-03,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-04,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-05,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-06,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-07,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-08,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-09,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-10,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-11,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2021-12,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2022-01,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2022-02,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2022-03,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2022-04,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AL,2022-05,0.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-01,508.458,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-02,397.125,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-03,340.544,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-04,248.780,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-05,200.568,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-06,193.254,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-07,201.199,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-08,190.776,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-09,183.012,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-10,340.628,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-11,419.984,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2017-12,406.287,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-01,391.157,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-02,387.824,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-03,410.010,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-04,218.977,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-05,187.384,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-06,161.986,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-07,135.053,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-08,106.711,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-09,168.780,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-10,391.961,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-11,394.918,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2018-12,397.870,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-01,355.459,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-02,344.164,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-03,311.954,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-04,266.525,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-05,237.378,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-06,251.168,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-07,286.812,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-08,136.737,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-09,156.339,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-10,305.497,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-11,263.318,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2019-12,259.363,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-01,292.147,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-02,274.941,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-03,281.332,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-04,131.107,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-05,139.213,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-06,134.765,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-07,128.357,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-08,143.488,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-09,142.421,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-10,175.696,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-11,149.781,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2020-12,170.223,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-01,167.793,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-02,160.367,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-03,182.632,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-04,158.973,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-05,184.513,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-06,169.577,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-07,137.918,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-08,165.035,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-09,144.393,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-10,164.731,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-11,164.526,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2021-12,163.837,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2022-01,165.333,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2022-02,143.377,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2022-03,169.811,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2022-04,159.652,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,AT,2022-05,152.658,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-01,1065.049,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-02,961.436,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-03,936.444,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-04,742.893,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-05,667.715,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-06,933.313,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-07,945.234,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2017-08,933.804,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2018-01,949.291,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2018-02,923.503,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2018-03,830.760,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2018-04,539.470,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2018-05,760.481,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-01,955.961,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-02,836.243,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-03,846.348,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-04,507.408,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-05,588.873,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-06,671.341,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-07,963.187,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-08,981.843,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-09,820.366,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-10,705.066,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-11,839.375,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2019-12,906.880,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-01,1099.804,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-02,936.056,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-03,851.165,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-04,838.391,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-05,824.245,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-06,680.048,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-07,836.285,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-08,942.794,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-09,749.714,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-10,740.678,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-11,960.255,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2020-12,961.908,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-01,1027.328,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-02,873.760,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-03,828.408,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-04,671.213,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-05,652.251,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-06,774.981,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-07,898.481,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-08,802.271,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-09,774.858,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-10,820.954,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-11,859.913,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2021-12,841.088,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2022-01,926.896,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2022-02,821.186,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2022-03,876.931,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2022-04,853.611,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BA,2022-05,789.873,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-01,177.694,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-02,183.838,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-03,193.451,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-04,172.381,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-05,199.159,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-06,169.536,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-07,201.608,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-08,192.352,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-09,174.815,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-10,193.198,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-11,167.167,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2017-12,195.131,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-01,145.355,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-02,159.630,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-03,193.087,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-04,158.185,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-05,170.619,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-06,182.855,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-07,203.318,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-08,192.052,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-09,194.085,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-10,185.107,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-11,175.141,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2018-12,175.037,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-01,194.270,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-02,180.355,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-03,208.543,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-04,186.245,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-05,207.205,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-06,188.292,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-07,203.414,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-08,206.059,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-09,166.122,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-10,213.059,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-11,185.090,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2019-12,165.561,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-01,185.458,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-02,174.439,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-03,176.138,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-04,131.657,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-05,148.188,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-06,142.405,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-07,198.045,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-08,166.553,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-09,112.826,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-10,100.303,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-11,61.480,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2020-12,78.594,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-01,95.473,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-02,54.493,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-03,153.086,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-04,182.590,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-05,151.491,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-06,170.348,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-07,197.011,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-08,207.106,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-09,13.126,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-10,1.508,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-11,158.441,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2021-12,191.497,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2022-01,179.946,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2022-02,134.797,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2022-03,175.083,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2022-04,158.312,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BE,2022-05,166.941,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-01,1999.251,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-02,1606.241,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-03,1370.895,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-04,1252.667,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-05,1470.574,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-06,1100.604,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-07,1312.688,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-08,1391.042,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-09,1563.312,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-10,1647.235,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,C0000,GWH,BG,2017-11,1666.082,
