DATAFLOW,LAST UPDATE,freq,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2020-07,8156.337,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2020-08,7283.909,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2020-09,6842.590,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2020-10,5051.039,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2020-11,5557.657,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2020-12,4786.650,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-01,4612.988,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-02,2930.363,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-03,3894.281,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-04,5046.254,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-05,4190.931,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-06,5343.758,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-07,5453.341,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-08,5654.188,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-09,6605.979,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-10,6046.131,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-11,7959.680,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2021-12,6798.073,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2022-01,7503.589,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2022-02,6279.707,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2022-03,5571.244,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2022-04,4419.446,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2022-05,5125.574,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,ES,2022-06,7515.070,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-01,41708.607,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-02,31608.072,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-03,30109.390,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-04,25027.663,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-05,24040.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-06,24240.737,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-07,28317.938,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-08,25254.763,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-09,25849.635,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-10,30454.219,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-11,38595.572,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2017-12,34839.256,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-01,31298.187,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-02,33849.837,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-03,29508.995,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-04,20223.103,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-05,20693.425,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-06,22791.385,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-07,26571.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-08,25961.951,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-09,23780.126,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-10,29677.177,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-11,37082.506,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2018-12,35803.910,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-01,42624.254,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-02,34254.905,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-03,29713.663,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-04,27039.379,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-05,28579.420,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-06,29321.665,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-07,36204.706,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-08,35449.741,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-09,35126.203,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-10,39426.601,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-11,39006.288,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2019-12,33709.285,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-01,42232.699,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-02,33096.030,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-03,30709.309,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-04,22023.122,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-05,25277.197,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-06,31618.728,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-07,38431.569,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-08,36506.936,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-09,34009.180,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-10,31835.390,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-11,38266.410,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2020-12,38982.432,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-01,40148.992,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-02,32657.950,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-03,35134.168,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-04,32179.288,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-05,23744.078,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-06,27807.319,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-07,27562.570,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-08,23152.456,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-09,27868.573,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-10,27452.915,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-11,40889.610,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2021-12,39215.204,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2022-01,40179.552,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2022-02,30887.098,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2022-03,35216.665,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2022-04,25062.724,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,EU27_2020,2022-05,26363.182,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-01,663.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-02,578.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-03,456.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-04,283.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-05,110.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-06,37.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-07,44.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-08,66.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-09,93.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-10,178.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-11,213.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2017-12,444.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-01,548.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-02,666.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-03,691.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-04,213.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-05,25.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-06,26.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-07,53.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-08,233.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-09,309.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-10,292.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-11,361.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2018-12,563.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-01,761.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-02,602.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-03,475.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-04,246.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-05,140.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-06,72.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-07,118.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-08,110.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-09,234.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-10,342.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-11,375.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2019-12,415.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-01,443.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-02,355.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-03,346.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-04,222.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-05,297.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-06,257.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-07,161.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-08,242.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-09,409.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-10,442.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-11,316.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2020-12,506.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-01,796.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-02,711.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-03,559.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-04,368.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-05,138.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-06,80.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-07,82.349,e
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-08,82.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-09,116.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-10,91.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-11,119.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2021-12,429.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2022-01,148.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2022-02,122.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2022-03,101.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2022-04,32.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2022-05,46.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FI,2022-06,28.000,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-01,6043.548,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-02,5264.052,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-03,5161.469,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-04,2991.645,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-05,2014.606,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-06,1868.640,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-07,2532.288,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-08,2109.438,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-09,2636.968,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-10,4318.127,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-11,5669.996,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2017-12,5428.988,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-01,3514.422,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-02,5058.935,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-03,4104.843,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-04,992.505,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-05,777.444,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-06,973.076,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-07,2256.019,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-08,2216.707,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-09,2014.609,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-10,3132.161,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-11,5501.412,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2018-12,4767.359,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-01,6495.193,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-02,5137.210,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-03,3976.286,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-04,2594.617,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-05,2460.027,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-06,2206.699,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-07,3275.066,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-08,2568.223,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-09,3296.669,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-10,3663.611,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-11,5672.192,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2019-12,4572.344,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-01,6023.823,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-02,4377.216,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-03,4319.434,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-04,908.555,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-05,1638.266,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-06,2962.126,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-07,3023.424,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-08,3029.803,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-09,3029.900,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-10,2822.749,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-11,5010.543,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2020-12,5054.501,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-01,5103.153,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-02,4188.099,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-03,4438.706,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-04,3239.791,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-05,1622.819,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-06,1928.940,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-07,1945.194,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-08,1144.138,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-09,1878.358,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-10,2131.770,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-11,5493.048,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2021-12,5443.883,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2022-01,5674.714,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2022-02,4171.896,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2022-03,5360.914,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2022-04,3767.207,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2022-05,3333.348,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,FR,2022-06,2942.740,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-01,313.131,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-02,315.117,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-03,200.100,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-04,31.795,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-05,71.899,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-06,2.799,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-07,6.778,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-08,143.615,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-09,153.955,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-10,189.797,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-11,316.236,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2018-12,263.407,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-01,386.905,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-02,401.284,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-03,406.611,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-04,151.472,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-05,0.145,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-06,6.821,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-07,3.219,
ESTAT:NRG_CB_PEM(1.0),10/08/22 23:00:00,M,G3000,GWH,GE,2019-08,132.268,
