,country,time-period,fuel-type,value(GWH)
5370,Belgium,2022-01,Combustible fuels - non-renewable,64.523
5371,Belgium,2022-02,Combustible fuels - non-renewable,68.596
5372,Belgium,2022-03,Combustible fuels - non-renewable,73.16
5373,Belgium,2022-04,Combustible fuels - non-renewable,65.456
5374,Belgium,2022-05,Combustible fuels - non-renewable,63.479
5375,Bulgaria,2017-01,Combustible fuels - non-renewable,0
5376,Bulgaria,2017-02,Combustible fuels - non-renewable,0
5377,Bulgaria,2017-03,Combustible fuels - non-renewable,0
5378,Bulgaria,2017-04,Combustible fuels - non-renewable,0
5379,Bulgaria,2017-05,Combustible fuels - non-renewable,0
5380,Bulgaria,2017-06,Combustible fuels - non-renewable,0
5381,Bulgaria,2017-07,Combustible fuels - non-renewable,0
5382,Bulgaria,2017-08,Combustible fuels - non-renewable,0
5383,Bulgaria,2017-09,Combustible fuels - non-renewable,0
5384,Bulgaria,2017-10,Combustible fuels - non-renewable,0
5385,Bulgaria,2017-11,Combustible fuels - non-renewable,0
5386,Bulgaria,2017-12,Combustible fuels - non-renewable,0
5387,Bulgaria,2018-01,Combustible fuels - non-renewable,0
5388,Bulgaria,2018-02,Combustible fuels - non-renewable,0
5389,Bulgaria,2018-03,Combustible fuels - non-renewable,0
5390,Bulgaria,2018-04,Combustible fuels - non-renewable,0
5391,Bulgaria,2018-05,Combustible fuels - non-renewable,0
5392,Bulgaria,2018-06,Combustible fuels - non-renewable,0
5393,Bulgaria,2018-07,Combustible fuels - non-renewable,0
5394,Bulgaria,2018-08,Combustible fuels - non-renewable,0
5395,Bulgaria,2018-09,Combustible fuels - non-renewable,0
5396,Bulgaria,2018-10,Combustible fuels - non-renewable,0
5397,Bulgaria,2018-11,Combustible fuels - non-renewable,0
5398,Bulgaria,2018-12,Combustible fuels - non-renewable,0
5399,Bulgaria,2019-01,Combustible fuels - non-renewable,13.994
5400,Bulgaria,2019-02,Combustible fuels - non-renewable,0
5401,Bulgaria,2019-03,Combustible fuels - non-renewable,0
5402,Bulgaria,2019-04,Combustible fuels - non-renewable,0
5403,Bulgaria,2019-05,Combustible fuels - non-renewable,0
5404,Bulgaria,2019-06,Combustible fuels - non-renewable,0
5405,Bulgaria,2019-07,Combustible fuels - non-renewable,0
5406,Bulgaria,2019-08,Combustible fuels - non-renewable,0
5407,Bulgaria,2019-09,Combustible fuels - non-renewable,0
5408,Bulgaria,2019-10,Combustible fuels - non-renewable,13.741
5409,Bulgaria,2019-11,Combustible fuels - non-renewable,6.879
5410,Bulgaria,2019-12,Combustible fuels - non-renewable,2.246
5411,Bulgaria,2020-01,Combustible fuels - non-renewable,1.073
5412,Bulgaria,2020-02,Combustible fuels - non-renewable,0
5413,Bulgaria,2020-03,Combustible fuels - non-renewable,0
5414,Bulgaria,2020-04,Combustible fuels - non-renewable,0
5415,Bulgaria,2020-05,Combustible fuels - non-renewable,0
5416,Bulgaria,2020-06,Combustible fuels - non-renewable,0
5417,Bulgaria,2020-07,Combustible fuels - non-renewable,0
5418,Bulgaria,2020-08,Combustible fuels - non-renewable,0
5419,Bulgaria,2020-09,Combustible fuels - non-renewable,0
5420,Bulgaria,2020-10,Combustible fuels - non-renewable,0
5421,Bulgaria,2020-11,Combustible fuels - non-renewable,0
5422,Bulgaria,2020-12,Combustible fuels - non-renewable,0
5423,Bulgaria,2021-01,Combustible fuels - non-renewable,0
5424,Bulgaria,2021-02,Combustible fuels - non-renewable,0
5425,Bulgaria,2021-03,Combustible fuels - non-renewable,0
5426,Bulgaria,2021-04,Combustible fuels - non-renewable,0
5427,Bulgaria,2021-05,Combustible fuels - non-renewable,0
5428,Bulgaria,2021-06,Combustible fuels - non-renewable,0
5429,Bulgaria,2021-07,Combustible fuels - non-renewable,0
5430,Bulgaria,2021-08,Combustible fuels - non-renewable,0
5431,Bulgaria,2021-09,Combustible fuels - non-renewable,0
5432,Bulgaria,2021-10,Combustible fuels - non-renewable,0
5433,Bulgaria,2021-11,Combustible fuels - non-renewable,0
5434,Bulgaria,2021-12,Combustible fuels - non-renewable,0
5435,Bulgaria,2022-01,Combustible fuels - non-renewable,0
5436,Bulgaria,2022-02,Combustible fuels - non-renewable,0
5437,Bulgaria,2022-03,Combustible fuels - non-renewable,0
5438,Bulgaria,2022-04,Combustible fuels - non-renewable,0
5439,Bulgaria,2022-05,Combustible fuels - non-renewable,0
5440,Cyprus,2017-01,Combustible fuels - non-renewable,0
5441,Cyprus,2017-02,Combustible fuels - non-renewable,0
5442,Cyprus,2017-03,Combustible fuels - non-renewable,0
5443,Cyprus,2017-04,Combustible fuels - non-renewable,0
5444,Cyprus,2017-05,Combustible fuels - non-renewable,0
5445,Cyprus,2017-06,Combustible fuels - non-renewable,0
5446,Cyprus,2017-07,Combustible fuels - non-renewable,0
5447,Cyprus,2017-08,Combustible fuels - non-renewable,0
5448,Cyprus,2017-09,Combustible fuels - non-renewable,0
5449,Cyprus,2017-10,Combustible fuels - non-renewable,0
5450,Cyprus,2017-11,Combustible fuels - non-renewable,0
5451,Cyprus,2017-12,Combustible fuels - non-renewable,0
5452,Cyprus,2018-01,Combustible fuels - non-renewable,0
5453,Cyprus,2018-02,Combustible fuels - non-renewable,0
5454,Cyprus,2018-03,Combustible fuels - non-renewable,0
5455,Cyprus,2018-04,Combustible fuels - non-renewable,0
5456,Cyprus,2018-05,Combustible fuels - non-renewable,0
5457,Cyprus,2018-06,Combustible fuels - non-renewable,0
5458,Cyprus,2018-07,Combustible fuels - non-renewable,0
5459,Cyprus,2018-08,Combustible fuels - non-renewable,0
5460,Cyprus,2018-09,Combustible fuels - non-renewable,0
5461,Cyprus,2018-10,Combustible fuels - non-renewable,0
5462,Cyprus,2018-11,Combustible fuels - non-renewable,0
5463,Cyprus,2018-12,Combustible fuels - non-renewable,0
5464,Cyprus,2019-01,Combustible fuels - non-renewable,0
5465,Cyprus,2019-02,Combustible fuels - non-renewable,0
5466,Cyprus,2019-03,Combustible fuels - non-renewable,0
5467,Cyprus,2019-04,Combustible fuels - non-renewable,0
5468,Cyprus,2019-05,Combustible fuels - non-renewable,0
5469,Cyprus,2019-06,Combustible fuels - non-renewable,0
5470,Cyprus,2019-07,Combustible fuels - non-renewable,0
5471,Cyprus,2019-08,Combustible fuels - non-renewable,0
5472,Cyprus,2019-09,Combustible fuels - non-renewable,0
5473,Cyprus,2019-10,Combustible fuels - non-renewable,0
5474,Cyprus,2019-11,Combustible fuels - non-renewable,0
5475,Cyprus,2019-12,Combustible fuels - non-renewable,0
5476,Cyprus,2020-01,Combustible fuels - non-renewable,0
5477,Cyprus,2020-02,Combustible fuels - non-renewable,0
5478,Cyprus,2020-03,Combustible fuels - non-renewable,0
5479,Cyprus,2020-04,Combustible fuels - non-renewable,0
5480,Cyprus,2020-05,Combustible fuels - non-renewable,0
5481,Cyprus,2020-06,Combustible fuels - non-renewable,0
5482,Cyprus,2020-07,Combustible fuels - non-renewable,0
5483,Cyprus,2020-08,Combustible fuels - non-renewable,0
5484,Cyprus,2020-09,Combustible fuels - non-renewable,0
5485,Cyprus,2020-10,Combustible fuels - non-renewable,0
5486,Cyprus,2020-11,Combustible fuels - non-renewable,0
5487,Cyprus,2020-12,Combustible fuels - non-renewable,0
5488,Cyprus,2021-01,Combustible fuels - non-renewable,0
5489,Cyprus,2021-02,Combustible fuels - non-renewable,0
5490,Cyprus,2021-03,Combustible fuels - non-renewable,0
5491,Cyprus,2021-04,Combustible fuels - non-renewable,0
5492,Cyprus,2021-05,Combustible fuels - non-renewable,0
5493,Cyprus,2021-06,Combustible fuels - non-renewable,0
5494,Cyprus,2021-07,Combustible fuels - non-renewable,0
5495,Cyprus,2021-08,Combustible fuels - non-renewable,0
5496,Cyprus,2021-09,Combustible fuels - non-renewable,0
5497,Cyprus,2021-10,Combustible fuels - non-renewable,0
5498,Cyprus,2021-11,Combustible fuels - non-renewable,0
5499,Cyprus,2021-12,Combustible fuels - non-renewable,0
5500,Cyprus,2022-01,Combustible fuels - non-renewable,0
5501,Cyprus,2022-02,Combustible fuels - non-renewable,0
5502,Cyprus,2022-03,Combustible fuels - non-renewable,0
5503,Cyprus,2022-04,Combustible fuels - non-renewable,0
5504,Cyprus,2022-05,Combustible fuels - non-renewable,0
5505,Czechia,2017-01,Combustible fuels - non-renewable,6.523
5506,Czechia,2017-02,Combustible fuels - non-renewable,6.151
5507,Czechia,2017-03,Combustible fuels - non-renewable,7.542
5508,Czechia,2017-04,Combustible fuels - non-renewable,6.564
5509,Czechia,2017-05,Combustible fuels - non-renewable,7.02
5510,Czechia,2017-06,Combustible fuels - non-renewable,5.807
5511,Czechia,2017-07,Combustible fuels - non-renewable,6.336
5512,Czechia,2017-08,Combustible fuels - non-renewable,6.808
5513,Czechia,2017-09,Combustible fuels - non-renewable,6.076
5514,Czechia,2017-10,Combustible fuels - non-renewable,6.228
5515,Czechia,2017-11,Combustible fuels - non-renewable,6.231
5516,Czechia,2017-12,Combustible fuels - non-renewable,6.89
5517,Czechia,2018-01,Combustible fuels - non-renewable,6.977
5518,Czechia,2018-02,Combustible fuels - non-renewable,5.539
5519,Czechia,2018-03,Combustible fuels - non-renewable,6.195
5520,Czechia,2018-04,Combustible fuels - non-renewable,5.783
5521,Czechia,2018-05,Combustible fuels - non-renewable,6.288
5522,Czechia,2018-06,Combustible fuels - non-renewable,5.792
5523,Czechia,2018-07,Combustible fuels - non-renewable,5.805
5524,Czechia,2018-08,Combustible fuels - non-renewable,6.436
5525,Czechia,2018-09,Combustible fuels - non-renewable,4.566
5526,Czechia,2018-10,Combustible fuels - non-renewable,4.498
5527,Czechia,2018-11,Combustible fuels - non-renewable,3.291
5528,Czechia,2018-12,Combustible fuels - non-renewable,6.439
5529,Czechia,2019-01,Combustible fuels - non-renewable,5.894
5530,Czechia,2019-02,Combustible fuels - non-renewable,6.957
5531,Czechia,2019-03,Combustible fuels - non-renewable,6.697
5532,Czechia,2019-04,Combustible fuels - non-renewable,4.358
5533,Czechia,2019-05,Combustible fuels - non-renewable,5.461
5534,Czechia,2019-06,Combustible fuels - non-renewable,5.771
5535,Czechia,2019-07,Combustible fuels - non-renewable,5.499
5536,Czechia,2019-08,Combustible fuels - non-renewable,6.614
5537,Czechia,2019-09,Combustible fuels - non-renewable,6.093
5538,Czechia,2019-10,Combustible fuels - non-renewable,5.423
5539,Czechia,2019-11,Combustible fuels - non-renewable,5.593
5540,Czechia,2019-12,Combustible fuels - non-renewable,7.959
5541,Czechia,2020-01,Combustible fuels - non-renewable,7.359
5542,Czechia,2020-02,Combustible fuels - non-renewable,8.035
5543,Czechia,2020-03,Combustible fuels - non-renewable,7.258
5544,Czechia,2020-04,Combustible fuels - non-renewable,5.802
5545,Czechia,2020-05,Combustible fuels - non-renewable,4.825
5546,Czechia,2020-06,Combustible fuels - non-renewable,7.131
5547,Czechia,2020-07,Combustible fuels - non-renewable,6.739
5548,Czechia,2020-08,Combustible fuels - non-renewable,8.029
5549,Czechia,2020-09,Combustible fuels - non-renewable,5.067
5550,Czechia,2020-10,Combustible fuels - non-renewable,5.195
5551,Czechia,2020-11,Combustible fuels - non-renewable,6.538
5552,Czechia,2020-12,Combustible fuels - non-renewable,9.61
5553,Czechia,2021-01,Combustible fuels - non-renewable,8.129
5554,Czechia,2021-02,Combustible fuels - non-renewable,7.804
5555,Czechia,2021-03,Combustible fuels - non-renewable,7.063
5556,Czechia,2021-04,Combustible fuels - non-renewable,7.249
5557,Czechia,2021-05,Combustible fuels - non-renewable,6.314
5558,Czechia,2021-06,Combustible fuels - non-renewable,8.3
5559,Czechia,2021-07,Combustible fuels - non-renewable,7.505
5560,Czechia,2021-08,Combustible fuels - non-renewable,8.512
5561,Czechia,2021-09,Combustible fuels - non-renewable,6.593
5562,Czechia,2021-10,Combustible fuels - non-renewable,4.787
5563,Czechia,2021-11,Combustible fuels - non-renewable,6.562
5564,Czechia,2021-12,Combustible fuels - non-renewable,9.343
5565,Czechia,2022-01,Combustible fuels - non-renewable,7.664
5566,Czechia,2022-02,Combustible fuels - non-renewable,7.783
5567,Czechia,2022-03,Combustible fuels - non-renewable,8.222
5568,Czechia,2022-04,Combustible fuels - non-renewable,7.841
5569,Czechia,2022-05,Combustible fuels - non-renewable,8.289
5570,Germany,2017-01,Combustible fuels - non-renewable,1588.821
5571,Germany,2017-02,Combustible fuels - non-renewable,1459.579
5572,Germany,2017-03,Combustible fuels - non-renewable,1618.103
5573,Germany,2017-04,Combustible fuels - non-renewable,1531.16
5574,Germany,2017-05,Combustible fuels - non-renewable,1568.792
5575,Germany,2017-06,Combustible fuels - non-renewable,1548.082
5576,Germany,2017-07,Combustible fuels - non-renewable,1585.702
5577,Germany,2017-08,Combustible fuels - non-renewable,1615.427
5578,Germany,2017-09,Combustible fuels - non-renewable,1578.217
5579,Germany,2017-10,Combustible fuels - non-renewable,1539.513
5580,Germany,2017-11,Combustible fuels - non-renewable,1493.585
5581,Germany,2017-12,Combustible fuels - non-renewable,1608.347
5582,Germany,2018-01,Combustible fuels - non-renewable,1553.273
5583,Germany,2018-02,Combustible fuels - non-renewable,1393.093
5584,Germany,2018-03,Combustible fuels - non-renewable,1526.447
5585,Germany,2018-04,Combustible fuels - non-renewable,1516.38
5586,Germany,2018-05,Combustible fuels - non-renewable,1556.225
5587,Germany,2018-06,Combustible fuels - non-renewable,1503.844
5588,Germany,2018-07,Combustible fuels - non-renewable,1553.31
5589,Germany,2018-08,Combustible fuels - non-renewable,1576.674
5590,Germany,2018-09,Combustible fuels - non-renewable,1494.43
5591,Germany,2018-10,Combustible fuels - non-renewable,1580.55
5592,Germany,2018-11,Combustible fuels - non-renewable,1447.608
5593,Germany,2018-12,Combustible fuels - non-renewable,1529.96
5594,Germany,2019-01,Combustible fuels - non-renewable,1497.859
5595,Germany,2019-02,Combustible fuels - non-renewable,1408.619
5596,Germany,2019-03,Combustible fuels - non-renewable,1501.622
5597,Germany,2019-04,Combustible fuels - non-renewable,1466.159
5598,Germany,2019-05,Combustible fuels - non-renewable,1516.28
5599,Germany,2019-06,Combustible fuels - non-renewable,1464.21
5600,Germany,2019-07,Combustible fuels - non-renewable,1524.636
5601,Germany,2019-08,Combustible fuels - non-renewable,1519.343
5602,Germany,2019-09,Combustible fuels - non-renewable,1415.974
5603,Germany,2019-10,Combustible fuels - non-renewable,1549.336
5604,Germany,2019-11,Combustible fuels - non-renewable,1385.078
5605,Germany,2019-12,Combustible fuels - non-renewable,1403.458
5606,Germany,2020-01,Combustible fuels - non-renewable,1461.874
5607,Germany,2020-02,Combustible fuels - non-renewable,1335.991
5608,Germany,2020-03,Combustible fuels - non-renewable,1372.248
5609,Germany,2020-04,Combustible fuels - non-renewable,1160.206
5610,Germany,2020-05,Combustible fuels - non-renewable,1160.969
5611,Germany,2020-06,Combustible fuels - non-renewable,1336.497
5612,Germany,2020-07,Combustible fuels - non-renewable,1387.323
5613,Germany,2020-08,Combustible fuels - non-renewable,1366.716
5614,Germany,2020-09,Combustible fuels - non-renewable,1319.099
5615,Germany,2020-10,Combustible fuels - non-renewable,1298.069
5616,Germany,2020-11,Combustible fuels - non-renewable,1395.656
5617,Germany,2020-12,Combustible fuels - non-renewable,1270.86
5618,Germany,2021-01,Combustible fuels - non-renewable,1298.789
5619,Germany,2021-02,Combustible fuels - non-renewable,1264.168
5620,Germany,2021-03,Combustible fuels - non-renewable,1262.113
5621,Germany,2021-04,Combustible fuels - non-renewable,1388.568
5622,Germany,2021-05,Combustible fuels - non-renewable,1347.841
5623,Germany,2021-06,Combustible fuels - non-renewable,1340.281
5624,Germany,2021-07,Combustible fuels - non-renewable,1398.698
5625,Germany,2021-08,Combustible fuels - non-renewable,1386.657
5626,Germany,2021-09,Combustible fuels - non-renewable,1340.411
5627,Germany,2021-10,Combustible fuels - non-renewable,1361.34
5628,Germany,2021-11,Combustible fuels - non-renewable,1381.565
5629,Germany,2021-12,Combustible fuels - non-renewable,1319.23
5630,Germany,2022-01,Combustible fuels - non-renewable,1251.897
5631,Germany,2022-02,Combustible fuels - non-renewable,1285.215
5632,Germany,2022-03,Combustible fuels - non-renewable,1420.135
5633,Germany,2022-04,Combustible fuels - non-renewable,1332.381
5634,Germany,2022-05,Combustible fuels - non-renewable,1422.378
5635,Denmark,2017-01,Combustible fuels - non-renewable,61.488
5636,Denmark,2017-02,Combustible fuels - non-renewable,53.116
5637,Denmark,2017-03,Combustible fuels - non-renewable,63.324
5638,Denmark,2017-04,Combustible fuels - non-renewable,58.446
5639,Denmark,2017-05,Combustible fuels - non-renewable,58.972
5640,Denmark,2017-06,Combustible fuels - non-renewable,46.453
5641,Denmark,2017-07,Combustible fuels - non-renewable,50.562
5642,Denmark,2017-08,Combustible fuels - non-renewable,45.448
5643,Denmark,2017-09,Combustible fuels - non-renewable,35.783
5644,Denmark,2017-10,Combustible fuels - non-renewable,47.706
5645,Denmark,2017-11,Combustible fuels - non-renewable,55.907
5646,Denmark,2017-12,Combustible fuels - non-renewable,57.838
5647,Denmark,2018-01,Combustible fuels - non-renewable,54.101
5648,Denmark,2018-02,Combustible fuels - non-renewable,44.916
5649,Denmark,2018-03,Combustible fuels - non-renewable,46.956
5650,Denmark,2018-04,Combustible fuels - non-renewable,47.009
5651,Denmark,2018-05,Combustible fuels - non-renewable,44.431
5652,Denmark,2018-06,Combustible fuels - non-renewable,49.569
5653,Denmark,2018-07,Combustible fuels - non-renewable,49.745
5654,Denmark,2018-08,Combustible fuels - non-renewable,44.885
5655,Denmark,2018-09,Combustible fuels - non-renewable,38.167
5656,Denmark,2018-10,Combustible fuels - non-renewable,55.303
5657,Denmark,2018-11,Combustible fuels - non-renewable,42.862
5658,Denmark,2018-12,Combustible fuels - non-renewable,52.437
5659,Denmark,2019-01,Combustible fuels - non-renewable,69.082
5660,Denmark,2019-02,Combustible fuels - non-renewable,61.061
5661,Denmark,2019-03,Combustible fuels - non-renewable,58.963
5662,Denmark,2019-04,Combustible fuels - non-renewable,63.19
5663,Denmark,2019-05,Combustible fuels - non-renewable,61.708
5664,Denmark,2019-06,Combustible fuels - non-renewable,50.713
5665,Denmark,2019-07,Combustible fuels - non-renewable,51.691
5666,Denmark,2019-08,Combustible fuels - non-renewable,51.377
5667,Denmark,2019-09,Combustible fuels - non-renewable,51.528
5668,Denmark,2019-10,Combustible fuels - non-renewable,64.447
5669,Denmark,2019-11,Combustible fuels - non-renewable,64.312
5670,Denmark,2019-12,Combustible fuels - non-renewable,67.66
5671,Denmark,2020-01,Combustible fuels - non-renewable,67.922
5672,Denmark,2020-02,Combustible fuels - non-renewable,53.869
5673,Denmark,2020-03,Combustible fuels - non-renewable,62.678
5674,Denmark,2020-04,Combustible fuels - non-renewable,58.471
5675,Denmark,2020-05,Combustible fuels - non-renewable,63.326
5676,Denmark,2020-06,Combustible fuels - non-renewable,49.333
5677,Denmark,2020-07,Combustible fuels - non-renewable,57.266
5678,Denmark,2020-08,Combustible fuels - non-renewable,59.117
5679,Denmark,2020-09,Combustible fuels - non-renewable,53.707
5680,Denmark,2020-10,Combustible fuels - non-renewable,53.454
5681,Denmark,2020-11,Combustible fuels - non-renewable,53.485
5682,Denmark,2020-12,Combustible fuels - non-renewable,73.038
5683,Denmark,2021-01,Combustible fuels - non-renewable,79.616
5684,Denmark,2021-02,Combustible fuels - non-renewable,62.072
5685,Denmark,2021-03,Combustible fuels - non-renewable,67.084
5686,Denmark,2021-04,Combustible fuels - non-renewable,66.376
5687,Denmark,2021-05,Combustible fuels - non-renewable,64.589
5688,Denmark,2021-06,Combustible fuels - non-renewable,52.221
5689,Denmark,2021-07,Combustible fuels - non-renewable,49.168
5690,Denmark,2021-08,Combustible fuels - non-renewable,52.148
5691,Denmark,2021-09,Combustible fuels - non-renewable,49.394
5692,Denmark,2021-10,Combustible fuels - non-renewable,66.034
5693,Denmark,2021-11,Combustible fuels - non-renewable,69.484
5694,Denmark,2021-12,Combustible fuels - non-renewable,73.571
5695,Denmark,2022-01,Combustible fuels - non-renewable,76.683
5696,Denmark,2022-02,Combustible fuels - non-renewable,65.981
5697,Denmark,2022-03,Combustible fuels - non-renewable,76.637
5698,Denmark,2022-04,Combustible fuels - non-renewable,62.351
5699,Denmark,2022-05,Combustible fuels - non-renewable,41.049
5700,Estonia,2017-01,Combustible fuels - non-renewable,0
5701,Estonia,2017-02,Combustible fuels - non-renewable,0
5702,Estonia,2017-03,Combustible fuels - non-renewable,0
5703,Estonia,2017-04,Combustible fuels - non-renewable,0
5704,Estonia,2017-05,Combustible fuels - non-renewable,0
5705,Estonia,2017-06,Combustible fuels - non-renewable,0
5706,Estonia,2017-07,Combustible fuels - non-renewable,0
5707,Estonia,2017-08,Combustible fuels - non-renewable,0
5708,Estonia,2017-09,Combustible fuels - non-renewable,0
5709,Estonia,2017-10,Combustible fuels - non-renewable,0
5710,Estonia,2017-11,Combustible fuels - non-renewable,0
5711,Estonia,2017-12,Combustible fuels - non-renewable,0
5712,Estonia,2018-01,Combustible fuels - non-renewable,0
5713,Estonia,2018-02,Combustible fuels - non-renewable,0
5714,Estonia,2018-03,Combustible fuels - non-renewable,0
5715,Estonia,2018-04,Combustible fuels - non-renewable,0
5716,Estonia,2018-05,Combustible fuels - non-renewable,0
5717,Estonia,2018-06,Combustible fuels - non-renewable,0
5718,Estonia,2018-07,Combustible fuels - non-renewable,0
5719,Estonia,2018-08,Combustible fuels - non-renewable,0
5720,Estonia,2018-09,Combustible fuels - non-renewable,0
5721,Estonia,2018-10,Combustible fuels - non-renewable,0
5722,Estonia,2018-11,Combustible fuels - non-renewable,0
5723,Estonia,2018-12,Combustible fuels - non-renewable,0
5724,Estonia,2019-01,Combustible fuels - non-renewable,0
5725,Estonia,2019-02,Combustible fuels - non-renewable,0
5726,Estonia,2019-03,Combustible fuels - non-renewable,0
5727,Estonia,2019-04,Combustible fuels - non-renewable,0
5728,Estonia,2019-05,Combustible fuels - non-renewable,0
5729,Estonia,2019-06,Combustible fuels - non-renewable,0
5730,Estonia,2019-07,Combustible fuels - non-renewable,0
5731,Estonia,2019-08,Combustible fuels - non-renewable,0
5732,Estonia,2019-09,Combustible fuels - non-renewable,0
5733,Estonia,2019-10,Combustible fuels - non-renewable,0
5734,Estonia,2019-11,Combustible fuels - non-renewable,0
5735,Estonia,2019-12,Combustible fuels - non-renewable,0
5736,Estonia,2020-01,Combustible fuels - non-renewable,202
5737,Estonia,2020-02,Combustible fuels - non-renewable,170
5738,Estonia,2020-03,Combustible fuels - non-renewable,195
5739,Estonia,2020-04,Combustible fuels - non-renewable,103
5740,Estonia,2020-05,Combustible fuels - non-renewable,120
5741,Estonia,2020-06,Combustible fuels - non-renewable,201
5742,Estonia,2020-07,Combustible fuels - non-renewable,195
5743,Estonia,2020-08,Combustible fuels - non-renewable,388
5744,Estonia,2020-09,Combustible fuels - non-renewable,330
5745,Estonia,2020-10,Combustible fuels - non-renewable,323
5746,Estonia,2020-11,Combustible fuels - non-renewable,307
5747,Estonia,2020-12,Combustible fuels - non-renewable,332
5748,Estonia,2021-01,Combustible fuels - non-renewable,420
5749,Estonia,2021-02,Combustible fuels - non-renewable,428.3
5750,Estonia,2021-03,Combustible fuels - non-renewable,170
5751,Estonia,2021-04,Combustible fuels - non-renewable,220.5
5752,Estonia,2021-05,Combustible fuels - non-renewable,212.306
5753,Estonia,2021-06,Combustible fuels - non-renewable,300.896
5754,Estonia,2021-07,Combustible fuels - non-renewable,329.179
5755,Estonia,2021-08,Combustible fuels - non-renewable,275.638
5756,Estonia,2021-09,Combustible fuels - non-renewable,399.465
5757,Estonia,2021-10,Combustible fuels - non-renewable,347
5758,Estonia,2021-11,Combustible fuels - non-renewable,453
5759,Estonia,2021-12,Combustible fuels - non-renewable,102.647
5760,Estonia,2022-01,Combustible fuels - non-renewable,517.1
5761,Estonia,2022-02,Combustible fuels - non-renewable,289.702
5762,Estonia,2022-03,Combustible fuels - non-renewable,497.923
5763,Estonia,2022-04,Combustible fuels - non-renewable,283
5764,Estonia,2022-05,Combustible fuels - non-renewable,423.778
5765,Greece,2017-01,Combustible fuels - non-renewable,0.09
5766,Greece,2017-02,Combustible fuels - non-renewable,0.09
5767,Greece,2017-03,Combustible fuels - non-renewable,0.08
5768,Greece,2017-04,Combustible fuels - non-renewable,0.05
5769,Greece,2017-05,Combustible fuels - non-renewable,0.06
5770,Greece,2017-06,Combustible fuels - non-renewable,0.03
5771,Greece,2017-07,Combustible fuels - non-renewable,0.02
5772,Greece,2017-08,Combustible fuels - non-renewable,0.02
5773,Greece,2017-09,Combustible fuels - non-renewable,0.02
5774,Greece,2017-10,Combustible fuels - non-renewable,0.07
5775,Greece,2017-11,Combustible fuels - non-renewable,0.08
5776,Greece,2017-12,Combustible fuels - non-renewable,0.07
5777,Greece,2018-01,Combustible fuels - non-renewable,0.06
5778,Greece,2018-02,Combustible fuels - non-renewable,0.08
5779,Greece,2018-03,Combustible fuels - non-renewable,0.03
5780,Greece,2018-04,Combustible fuels - non-renewable,0.07
5781,Greece,2018-05,Combustible fuels - non-renewable,0.04
5782,Greece,2018-06,Combustible fuels - non-renewable,0.02
5783,Greece,2018-07,Combustible fuels - non-renewable,0.01
5784,Greece,2018-08,Combustible fuels - non-renewable,0.04
5785,Greece,2018-09,Combustible fuels - non-renewable,0.03
5786,Greece,2018-10,Combustible fuels - non-renewable,0.02
5787,Greece,2018-11,Combustible fuels - non-renewable,0.06
5788,Greece,2018-12,Combustible fuels - non-renewable,0.05
5789,Greece,2019-01,Combustible fuels - non-renewable,0.04
5790,Greece,2019-02,Combustible fuels - non-renewable,0.08
5791,Greece,2019-03,Combustible fuels - non-renewable,0.09
5792,Greece,2019-04,Combustible fuels - non-renewable,0.34
5793,Greece,2019-05,Combustible fuels - non-renewable,0.1
5794,Greece,2019-06,Combustible fuels - non-renewable,0.379
5795,Greece,2019-07,Combustible fuels - non-renewable,0.02
5796,Greece,2019-08,Combustible fuels - non-renewable,0.012
5797,Greece,2019-09,Combustible fuels - non-renewable,0.044
5798,Greece,2019-10,Combustible fuels - non-renewable,0.058
5799,Greece,2019-11,Combustible fuels - non-renewable,0.074
5800,Greece,2019-12,Combustible fuels - non-renewable,0.107
5801,Greece,2020-01,Combustible fuels - non-renewable,0.25
5802,Greece,2020-02,Combustible fuels - non-renewable,0.43
5803,Greece,2020-03,Combustible fuels - non-renewable,0.07
5804,Greece,2020-04,Combustible fuels - non-renewable,0.188
5805,Greece,2020-05,Combustible fuels - non-renewable,0.18
5806,Greece,2020-06,Combustible fuels - non-renewable,0.09
5807,Greece,2020-07,Combustible fuels - non-renewable,0.06
5808,Greece,2020-08,Combustible fuels - non-renewable,0.09
5809,Greece,2020-09,Combustible fuels - non-renewable,1.095
5810,Greece,2020-10,Combustible fuels - non-renewable,0.58
5811,Greece,2020-11,Combustible fuels - non-renewable,0.2
5812,Greece,2020-12,Combustible fuels - non-renewable,0.22
5813,Greece,2021-01,Combustible fuels - non-renewable,0.19
5814,Greece,2021-02,Combustible fuels - non-renewable,0.17
5815,Greece,2021-03,Combustible fuels - non-renewable,0.1
5816,Greece,2021-04,Combustible fuels - non-renewable,0.1
5817,Greece,2021-05,Combustible fuels - non-renewable,0.09
5818,Greece,2021-06,Combustible fuels - non-renewable,0.036
5819,Greece,2021-07,Combustible fuels - non-renewable,0
5820,Greece,2021-08,Combustible fuels - non-renewable,0.01
5821,Greece,2021-09,Combustible fuels - non-renewable,0
5822,Greece,2021-10,Combustible fuels - non-renewable,0.02
5823,Greece,2021-11,Combustible fuels - non-renewable,0.02
5824,Greece,2021-12,Combustible fuels - non-renewable,0.08
5825,Greece,2022-01,Combustible fuels - non-renewable,0.11
5826,Greece,2022-02,Combustible fuels - non-renewable,0.08
5827,Greece,2022-03,Combustible fuels - non-renewable,0.03
