,country,time-period,energy-balance,value(GWH)
22129,Cyprus,2017-03,Imports from EU,0.0
22130,Cyprus,2017-04,Imports from EU,0.0
22131,Cyprus,2017-05,Imports from EU,0.0
22132,Cyprus,2017-06,Imports from EU,0.0
22133,Cyprus,2017-07,Imports from EU,0.0
22134,Cyprus,2017-08,Imports from EU,0.0
22135,Cyprus,2017-09,Imports from EU,0.0
22136,Cyprus,2017-10,Imports from EU,0.0
22137,Cyprus,2017-11,Imports from EU,0.0
22138,Cyprus,2017-12,Imports from EU,0.0
22139,Cyprus,2018-01,Imports from EU,0.0
22140,Cyprus,2018-02,Imports from EU,0.0
22141,Cyprus,2018-03,Imports from EU,0.0
22142,Cyprus,2018-04,Imports from EU,0.0
22143,Cyprus,2018-05,Imports from EU,0.0
22144,Cyprus,2018-06,Imports from EU,0.0
22145,Cyprus,2018-07,Imports from EU,0.0
22146,Cyprus,2018-08,Imports from EU,0.0
22147,Cyprus,2018-09,Imports from EU,0.0
22148,Cyprus,2018-10,Imports from EU,0.0
22149,Cyprus,2018-11,Imports from EU,0.0
22150,Cyprus,2018-12,Imports from EU,0.0
22151,Cyprus,2019-01,Imports from EU,0.0
22152,Cyprus,2019-02,Imports from EU,0.0
22153,Cyprus,2019-03,Imports from EU,0.0
22154,Cyprus,2019-04,Imports from EU,0.0
22155,Cyprus,2019-05,Imports from EU,0.0
22156,Cyprus,2019-06,Imports from EU,0.0
22157,Cyprus,2019-07,Imports from EU,0.0
22158,Cyprus,2019-08,Imports from EU,0.0
22159,Cyprus,2019-09,Imports from EU,0.0
22160,Cyprus,2019-10,Imports from EU,0.0
22161,Cyprus,2019-11,Imports from EU,0.0
22162,Cyprus,2019-12,Imports from EU,0.0
22163,Cyprus,2020-01,Imports from EU,0.0
22164,Cyprus,2020-02,Imports from EU,0.0
22165,Cyprus,2020-03,Imports from EU,0.0
22166,Cyprus,2020-04,Imports from EU,0.0
22167,Cyprus,2020-05,Imports from EU,0.0
22168,Cyprus,2020-06,Imports from EU,0.0
22169,Cyprus,2020-07,Imports from EU,0.0
22170,Cyprus,2020-08,Imports from EU,0.0
22171,Cyprus,2020-09,Imports from EU,0.0
22172,Cyprus,2020-10,Imports from EU,0.0
22173,Cyprus,2020-11,Imports from EU,0.0
22174,Cyprus,2020-12,Imports from EU,0.0
22175,Cyprus,2021-01,Imports from EU,0.0
22176,Cyprus,2021-02,Imports from EU,0.0
22177,Cyprus,2021-03,Imports from EU,0.0
22178,Cyprus,2021-04,Imports from EU,0.0
22179,Cyprus,2021-05,Imports from EU,0.0
22180,Cyprus,2021-06,Imports from EU,0.0
22181,Cyprus,2021-07,Imports from EU,0.0
22182,Cyprus,2021-08,Imports from EU,0.0
22183,Cyprus,2021-09,Imports from EU,0.0
22184,Cyprus,2021-10,Imports from EU,0.0
22185,Cyprus,2021-11,Imports from EU,0.0
22186,Cyprus,2021-12,Imports from EU,0.0
22187,Cyprus,2022-01,Imports from EU,0.0
22188,Cyprus,2022-02,Imports from EU,0.0
22189,Cyprus,2022-03,Imports from EU,0.0
22190,Cyprus,2022-04,Imports from EU,0.0
22191,Cyprus,2022-05,Imports from EU,0.0
22192,Czechia,2017-01,Imports from EU,1836.679
22193,Czechia,2017-02,Imports from EU,1674.044
22194,Czechia,2017-03,Imports from EU,1143.716
22195,Czechia,2017-04,Imports from EU,1053.711
22196,Czechia,2017-05,Imports from EU,1219.602
22197,Czechia,2017-06,Imports from EU,1623.896
22198,Czechia,2017-07,Imports from EU,1425.543
22199,Czechia,2017-08,Imports from EU,805.61
22200,Czechia,2017-09,Imports from EU,601.384
22201,Czechia,2017-10,Imports from EU,1137.385
22202,Czechia,2017-11,Imports from EU,1129.283
22203,Czechia,2017-12,Imports from EU,1421.146
22204,Czechia,2018-01,Imports from EU,1225.538
22205,Czechia,2018-02,Imports from EU,1068.915
22206,Czechia,2018-03,Imports from EU,866.917
22207,Czechia,2018-04,Imports from EU,651.182
22208,Czechia,2018-05,Imports from EU,729.401
22209,Czechia,2018-06,Imports from EU,900.23
22210,Czechia,2018-07,Imports from EU,815.006
22211,Czechia,2018-08,Imports from EU,965.264
22212,Czechia,2018-09,Imports from EU,749.163
22213,Czechia,2018-10,Imports from EU,1218.448
22214,Czechia,2018-11,Imports from EU,1147.279
22215,Czechia,2018-12,Imports from EU,1236.068
22216,Czechia,2019-01,Imports from EU,1285.242
22217,Czechia,2019-02,Imports from EU,857.836
22218,Czechia,2019-03,Imports from EU,1039.475
22219,Czechia,2019-04,Imports from EU,879.431
22220,Czechia,2019-05,Imports from EU,630.856
22221,Czechia,2019-06,Imports from EU,780.778
22222,Czechia,2019-07,Imports from EU,1338.961
22223,Czechia,2019-08,Imports from EU,733.618
22224,Czechia,2019-09,Imports from EU,842.234
22225,Czechia,2019-10,Imports from EU,846.098
22226,Czechia,2019-11,Imports from EU,663.222
22227,Czechia,2019-12,Imports from EU,1128.462
22228,Czechia,2020-01,Imports from EU,1692.568
22229,Czechia,2020-02,Imports from EU,1320.708
22230,Czechia,2020-03,Imports from EU,1218.885
22231,Czechia,2020-04,Imports from EU,1106.025
22232,Czechia,2020-05,Imports from EU,1003.786
22233,Czechia,2020-06,Imports from EU,714.499
22234,Czechia,2020-07,Imports from EU,1086.061
22235,Czechia,2020-08,Imports from EU,739.738
22236,Czechia,2020-09,Imports from EU,772.45
22237,Czechia,2020-10,Imports from EU,1164.6
22238,Czechia,2020-11,Imports from EU,1220.868
22239,Czechia,2020-12,Imports from EU,1327.863
22240,Czechia,2021-01,Imports from EU,1176.257
22241,Czechia,2021-02,Imports from EU,865.834
22242,Czechia,2021-03,Imports from EU,1160.383
22243,Czechia,2021-04,Imports from EU,1450.327
22244,Czechia,2021-05,Imports from EU,1150.662
22245,Czechia,2021-06,Imports from EU,849.149
22246,Czechia,2021-07,Imports from EU,1094.379
22247,Czechia,2021-08,Imports from EU,1227.308
22248,Czechia,2021-09,Imports from EU,1459.55
22249,Czechia,2021-10,Imports from EU,1700.16
22250,Czechia,2021-11,Imports from EU,1537.85
22251,Czechia,2021-12,Imports from EU,1481.123
22252,Czechia,2022-01,Imports from EU,1649.203
22253,Czechia,2022-02,Imports from EU,1631.99
22254,Czechia,2022-03,Imports from EU,1540.204
22255,Czechia,2022-04,Imports from EU,1703.391
22256,Czechia,2022-05,Imports from EU,1546.755
22257,Germany,2017-01,Imports from EU,2641.708
22258,Germany,2017-02,Imports from EU,2643.896
22259,Germany,2017-03,Imports from EU,2780.135
22260,Germany,2017-04,Imports from EU,2150.754
22261,Germany,2017-05,Imports from EU,2180.246
22262,Germany,2017-06,Imports from EU,1764.367
22263,Germany,2017-07,Imports from EU,2646.91
22264,Germany,2017-08,Imports from EU,1835.705
22265,Germany,2017-09,Imports from EU,1654.887
22266,Germany,2017-10,Imports from EU,1701.955
22267,Germany,2017-11,Imports from EU,1954.416
22268,Germany,2017-12,Imports from EU,2007.043
22269,Germany,2018-01,Imports from EU,2513.464
22270,Germany,2018-02,Imports from EU,1696.407
22271,Germany,2018-03,Imports from EU,2157.412
22272,Germany,2018-04,Imports from EU,2335.167
22273,Germany,2018-05,Imports from EU,2744.709
22274,Germany,2018-06,Imports from EU,2580.217
22275,Germany,2018-07,Imports from EU,2026.952
22276,Germany,2018-08,Imports from EU,1865.644
22277,Germany,2018-09,Imports from EU,2324.874
22278,Germany,2018-10,Imports from EU,2727.234
22279,Germany,2018-11,Imports from EU,2278.531
22280,Germany,2018-12,Imports from EU,2260.843
22281,Germany,2019-01,Imports from EU,1366.948
22282,Germany,2019-02,Imports from EU,1906.908
22283,Germany,2019-03,Imports from EU,2266.725
22284,Germany,2019-04,Imports from EU,2127.854
22285,Germany,2019-05,Imports from EU,3835.358
22286,Germany,2019-06,Imports from EU,4003.654
22287,Germany,2019-07,Imports from EU,3513.308
22288,Germany,2019-08,Imports from EU,3884.778
22289,Germany,2019-09,Imports from EU,3440.903
22290,Germany,2019-10,Imports from EU,2345.116
22291,Germany,2019-11,Imports from EU,2262.508
22292,Germany,2019-12,Imports from EU,2679.098
22293,Germany,2020-01,Imports from EU,3214.099
22294,Germany,2020-02,Imports from EU,2931.744
22295,Germany,2020-03,Imports from EU,3327.169
22296,Germany,2020-04,Imports from EU,3745.145
22297,Germany,2020-05,Imports from EU,4466.274
22298,Germany,2020-06,Imports from EU,3352.555
22299,Germany,2020-07,Imports from EU,4315.073
22300,Germany,2020-08,Imports from EU,3136.13
22301,Germany,2020-09,Imports from EU,2880.611
22302,Germany,2020-10,Imports from EU,2473.101
22303,Germany,2020-11,Imports from EU,2932.67
22304,Germany,2020-12,Imports from EU,3621.717
22305,Germany,2021-01,Imports from EU,3625.816
22306,Germany,2021-02,Imports from EU,3653.185
22307,Germany,2021-03,Imports from EU,4216.531
22308,Germany,2021-04,Imports from EU,3596.407
22309,Germany,2021-05,Imports from EU,4232.924
22310,Germany,2021-06,Imports from EU,4199.207
22311,Germany,2021-07,Imports from EU,4913.824
22312,Germany,2021-08,Imports from EU,4034.062
22313,Germany,2021-09,Imports from EU,3619.81
22314,Germany,2021-10,Imports from EU,3731.349
22315,Germany,2021-11,Imports from EU,3950.823
22316,Germany,2021-12,Imports from EU,3616.909
22317,Germany,2022-01,Imports from EU,3440.539
22318,Germany,2022-02,Imports from EU,2371.786
22319,Germany,2022-03,Imports from EU,4252.396
22320,Germany,2022-04,Imports from EU,3306.403
22321,Germany,2022-05,Imports from EU,4150.182
22322,Denmark,2017-01,Imports from EU,606.801
22323,Denmark,2017-02,Imports from EU,521.947
22324,Denmark,2017-03,Imports from EU,796.782
22325,Denmark,2017-04,Imports from EU,823.776
22326,Denmark,2017-05,Imports from EU,947.312
22327,Denmark,2017-06,Imports from EU,946.899
22328,Denmark,2017-07,Imports from EU,1023.393
22329,Denmark,2017-08,Imports from EU,962.653
22330,Denmark,2017-09,Imports from EU,650.401
22331,Denmark,2017-10,Imports from EU,817.959
22332,Denmark,2017-11,Imports from EU,831.08
22333,Denmark,2017-12,Imports from EU,858.311
22334,Denmark,2018-01,Imports from EU,924.044
22335,Denmark,2018-02,Imports from EU,524.013
22336,Denmark,2018-03,Imports from EU,895.547
22337,Denmark,2018-04,Imports from EU,967.031
22338,Denmark,2018-05,Imports from EU,1021.48
22339,Denmark,2018-06,Imports from EU,1010.742
22340,Denmark,2018-07,Imports from EU,1099.588
22341,Denmark,2018-08,Imports from EU,983.661
22342,Denmark,2018-09,Imports from EU,561.548
22343,Denmark,2018-10,Imports from EU,766.614
22344,Denmark,2018-11,Imports from EU,919.264
22345,Denmark,2018-12,Imports from EU,925.32
22346,Denmark,2019-01,Imports from EU,830.162
22347,Denmark,2019-02,Imports from EU,803.705
22348,Denmark,2019-03,Imports from EU,1029.609
22349,Denmark,2019-04,Imports from EU,1112.974
22350,Denmark,2019-05,Imports from EU,879.149
22351,Denmark,2019-06,Imports from EU,1247.61
22352,Denmark,2019-07,Imports from EU,1112.281
22353,Denmark,2019-08,Imports from EU,1197.138
22354,Denmark,2019-09,Imports from EU,662.988
22355,Denmark,2019-10,Imports from EU,944.064
22356,Denmark,2019-11,Imports from EU,910.418
22357,Denmark,2019-12,Imports from EU,1212.925
22358,Denmark,2020-01,Imports from EU,936.499
22359,Denmark,2020-02,Imports from EU,978.127
22360,Denmark,2020-03,Imports from EU,894.282
22361,Denmark,2020-04,Imports from EU,720.823
22362,Denmark,2020-05,Imports from EU,702.077
22363,Denmark,2020-06,Imports from EU,1033.414
22364,Denmark,2020-07,Imports from EU,1102.461
22365,Denmark,2020-08,Imports from EU,1206.797
22366,Denmark,2020-09,Imports from EU,1002.446
22367,Denmark,2020-10,Imports from EU,681.177
22368,Denmark,2020-11,Imports from EU,590.303
22369,Denmark,2020-12,Imports from EU,696.924
22370,Denmark,2021-01,Imports from EU,1078.743
22371,Denmark,2021-02,Imports from EU,1035.975
22372,Denmark,2021-03,Imports from EU,1018.742
22373,Denmark,2021-04,Imports from EU,942.945
22374,Denmark,2021-05,Imports from EU,1280.934
22375,Denmark,2021-06,Imports from EU,801.656
22376,Denmark,2021-07,Imports from EU,888.238
22377,Denmark,2021-08,Imports from EU,836.098
22378,Denmark,2021-09,Imports from EU,932.343
22379,Denmark,2021-10,Imports from EU,1130.433
22380,Denmark,2021-11,Imports from EU,1112.506
22381,Denmark,2021-12,Imports from EU,1107.423
22382,Denmark,2022-01,Imports from EU,976.915
22383,Denmark,2022-02,Imports from EU,1018.035
22384,Denmark,2022-03,Imports from EU,1291.863
22385,Denmark,2022-04,Imports from EU,1342.843
22386,Denmark,2022-05,Imports from EU,1285.91
22387,Estonia,2017-01,Imports from EU,0.0
22388,Estonia,2017-02,Imports from EU,0.0
22389,Estonia,2017-03,Imports from EU,0.0
22390,Estonia,2017-04,Imports from EU,0.0
22391,Estonia,2017-05,Imports from EU,0.0
22392,Estonia,2017-06,Imports from EU,0.0
22393,Estonia,2017-07,Imports from EU,0.0
22394,Estonia,2017-08,Imports from EU,0.0
22395,Estonia,2017-09,Imports from EU,0.0
22396,Estonia,2017-10,Imports from EU,0.0
22397,Estonia,2017-11,Imports from EU,0.0
22398,Estonia,2017-12,Imports from EU,0.0
22399,Estonia,2018-01,Imports from EU,0.0
22400,Estonia,2018-02,Imports from EU,0.0
22401,Estonia,2018-03,Imports from EU,0.0
22402,Estonia,2018-04,Imports from EU,0.0
22403,Estonia,2018-05,Imports from EU,0.0
22404,Estonia,2018-06,Imports from EU,0.0
22405,Estonia,2018-07,Imports from EU,0.0
22406,Estonia,2018-08,Imports from EU,0.0
22407,Estonia,2018-09,Imports from EU,0.0
22408,Estonia,2018-10,Imports from EU,0.0
22409,Estonia,2018-11,Imports from EU,0.0
22410,Estonia,2018-12,Imports from EU,0.0
22411,Estonia,2019-01,Imports from EU,0.0
22412,Estonia,2019-02,Imports from EU,0.0
22413,Estonia,2019-03,Imports from EU,0.0
22414,Estonia,2019-04,Imports from EU,0.0
22415,Estonia,2019-05,Imports from EU,0.0
22416,Estonia,2019-06,Imports from EU,0.0
22417,Estonia,2019-07,Imports from EU,0.0
22418,Estonia,2019-08,Imports from EU,0.0
22419,Estonia,2019-09,Imports from EU,0.0
22420,Estonia,2019-10,Imports from EU,0.0
22421,Estonia,2019-11,Imports from EU,0.0
22422,Estonia,2019-12,Imports from EU,0.0
22423,Estonia,2020-01,Imports from EU,663.0
22424,Estonia,2020-02,Imports from EU,630.0
22425,Estonia,2020-03,Imports from EU,621.0
22426,Estonia,2020-04,Imports from EU,646.0
22427,Estonia,2020-05,Imports from EU,664.0
22428,Estonia,2020-06,Imports from EU,545.0
22429,Estonia,2020-07,Imports from EU,736.0
22430,Estonia,2020-08,Imports from EU,441.0
22431,Estonia,2020-09,Imports from EU,514.0
22432,Estonia,2020-10,Imports from EU,582.0
22433,Estonia,2020-11,Imports from EU,660.0
22434,Estonia,2020-12,Imports from EU,665.0
22435,Estonia,2021-01,Imports from EU,519.0
22436,Estonia,2021-02,Imports from EU,468.0
22437,Estonia,2021-03,Imports from EU,659.0
22438,Estonia,2021-04,Imports from EU,645.0
22439,Estonia,2021-05,Imports from EU,546.0
22440,Estonia,2021-06,Imports from EU,604.0
22441,Estonia,2021-07,Imports from EU,587.0
22442,Estonia,2021-08,Imports from EU,730.0
22443,Estonia,2021-09,Imports from EU,701.0
22444,Estonia,2021-10,Imports from EU,729.0
22445,Estonia,2021-11,Imports from EU,617.0
22446,Estonia,2021-12,Imports from EU,528.0
22447,Estonia,2022-01,Imports from EU,673.0
22448,Estonia,2022-02,Imports from EU,622.0
22449,Estonia,2022-03,Imports from EU,727.0
22450,Estonia,2022-04,Imports from EU,651.0
22451,Estonia,2022-05,Imports from EU,497.0
22452,Greece,2017-01,Imports from EU,180.06
22453,Greece,2017-02,Imports from EU,302.36
22454,Greece,2017-03,Imports from EU,451.2
22455,Greece,2017-04,Imports from EU,380.48
22456,Greece,2017-05,Imports from EU,247.09
22457,Greece,2017-06,Imports from EU,283.69
22458,Greece,2017-07,Imports from EU,485.29
22459,Greece,2017-08,Imports from EU,372.11
22460,Greece,2017-09,Imports from EU,423.33
22461,Greece,2017-10,Imports from EU,159.7
22462,Greece,2017-11,Imports from EU,169.74
22463,Greece,2017-12,Imports from EU,245.07
22464,Greece,2018-01,Imports from EU,309.51
22465,Greece,2018-02,Imports from EU,206.53
22466,Greece,2018-03,Imports from EU,139.61
22467,Greece,2018-04,Imports from EU,238.66
22468,Greece,2018-05,Imports from EU,153.33
22469,Greece,2018-06,Imports from EU,207.99
22470,Greece,2018-07,Imports from EU,379.21
22471,Greece,2018-08,Imports from EU,442.63
22472,Greece,2018-09,Imports from EU,169.43
22473,Greece,2018-10,Imports from EU,126.65
22474,Greece,2018-11,Imports from EU,174.14
22475,Greece,2018-12,Imports from EU,343.0
22476,Greece,2019-01,Imports from EU,360.612
22477,Greece,2019-02,Imports from EU,364.46
22478,Greece,2019-03,Imports from EU,492.58
22479,Greece,2019-04,Imports from EU,501.93
22480,Greece,2019-05,Imports from EU,398.32
22481,Greece,2019-06,Imports from EU,395.413
22482,Greece,2019-07,Imports from EU,506.126
22483,Greece,2019-08,Imports from EU,445.611
22484,Greece,2019-09,Imports from EU,437.845
22485,Greece,2019-10,Imports from EU,450.455
22486,Greece,2019-11,Imports from EU,339.621
22487,Greece,2019-12,Imports from EU,508.468
22488,Greece,2020-01,Imports from EU,468.49
22489,Greece,2020-02,Imports from EU,503.92
22490,Greece,2020-03,Imports from EU,567.57
22491,Greece,2020-04,Imports from EU,311.169
22492,Greece,2020-05,Imports from EU,364.718
22493,Greece,2020-06,Imports from EU,484.942
22494,Greece,2020-07,Imports from EU,408.594
22495,Greece,2020-08,Imports from EU,499.689
22496,Greece,2020-09,Imports from EU,273.876
22497,Greece,2020-10,Imports from EU,151.472
22498,Greece,2020-11,Imports from EU,178.677
22499,Greece,2020-12,Imports from EU,294.986
22500,Greece,2021-01,Imports from EU,114.196
22501,Greece,2021-02,Imports from EU,173.269
22502,Greece,2021-03,Imports from EU,257.583
22503,Greece,2021-04,Imports from EU,189.394
22504,Greece,2021-05,Imports from EU,172.44
22505,Greece,2021-06,Imports from EU,221.097
22506,Greece,2021-07,Imports from EU,243.54
22507,Greece,2021-08,Imports from EU,213.795
22508,Greece,2021-09,Imports from EU,206.035
22509,Greece,2021-10,Imports from EU,195.65
22510,Greece,2021-11,Imports from EU,334.82
22511,Greece,2021-12,Imports from EU,166.771
22512,Greece,2022-01,Imports from EU,382.751
22513,Greece,2022-02,Imports from EU,382.546
22514,Greece,2022-03,Imports from EU,181.208
22515,Greece,2022-04,Imports from EU,375.203
22516,Greece,2022-05,Imports from EU,251.394
22517,Spain,2017-01,Imports from EU,1347.0
22518,Spain,2017-02,Imports from EU,1814.0
22519,Spain,2017-03,Imports from EU,2500.0
22520,Spain,2017-04,Imports from EU,2153.0
22521,Spain,2017-05,Imports from EU,2476.0
22522,Spain,2017-06,Imports from EU,2079.0
22523,Spain,2017-07,Imports from EU,2024.163
22524,Spain,2017-08,Imports from EU,2608.0
22525,Spain,2017-09,Imports from EU,2247.671
22526,Spain,2017-10,Imports from EU,1585.024
22527,Spain,2017-11,Imports from EU,1417.799
22528,Spain,2017-12,Imports from EU,1357.621
22529,Spain,2018-01,Imports from EU,2569.027
22530,Spain,2018-02,Imports from EU,2170.185
22531,Spain,2018-03,Imports from EU,1561.461
22532,Spain,2018-04,Imports from EU,1919.622
22533,Spain,2018-05,Imports from EU,2348.175
22534,Spain,2018-06,Imports from EU,2316.999
22535,Spain,2018-07,Imports from EU,2590.05
22536,Spain,2018-08,Imports from EU,1953.793
22537,Spain,2018-09,Imports from EU,1981.551
22538,Spain,2018-10,Imports from EU,1131.417
22539,Spain,2018-11,Imports from EU,1334.565
22540,Spain,2018-12,Imports from EU,1960.951
22541,Spain,2019-01,Imports from EU,1435.456
22542,Spain,2019-02,Imports from EU,1868.598
22543,Spain,2019-03,Imports from EU,2208.935
22544,Spain,2019-04,Imports from EU,1701.998
22545,Spain,2019-05,Imports from EU,1465.995
22546,Spain,2019-06,Imports from EU,1031.001
22547,Spain,2019-07,Imports from EU,1169.809
22548,Spain,2019-08,Imports from EU,1195.049
22549,Spain,2019-09,Imports from EU,1224.157
22550,Spain,2019-10,Imports from EU,1461.242
22551,Spain,2019-11,Imports from EU,1057.64
22552,Spain,2019-12,Imports from EU,1693.481
22553,Spain,2020-01,Imports from EU,2277.134
22554,Spain,2020-02,Imports from EU,1776.066
22555,Spain,2020-03,Imports from EU,1667.15
22556,Spain,2020-04,Imports from EU,1367.761
22557,Spain,2020-05,Imports from EU,1728.361
22558,Spain,2020-06,Imports from EU,1298.445
22559,Spain,2020-07,Imports from EU,977.852
22560,Spain,2020-08,Imports from EU,1134.246
22561,Spain,2020-09,Imports from EU,884.873
22562,Spain,2020-10,Imports from EU,1359.392
22563,Spain,2020-11,Imports from EU,1923.034
22564,Spain,2020-12,Imports from EU,1124.279
22565,Spain,2021-01,Imports from EU,1688.4
22566,Spain,2021-02,Imports from EU,1324.307
22567,Spain,2021-03,Imports from EU,1476.525
22568,Spain,2021-04,Imports from EU,1436.279
22569,Spain,2021-05,Imports from EU,1568.8
22570,Spain,2021-06,Imports from EU,1759.988
22571,Spain,2021-07,Imports from EU,1595.785
22572,Spain,2021-08,Imports from EU,1890.03
22573,Spain,2021-09,Imports from EU,1477.403
22574,Spain,2021-10,Imports from EU,1120.78
22575,Spain,2021-11,Imports from EU,617.49
22576,Spain,2021-12,Imports from EU,744.18
22577,Spain,2022-01,Imports from EU,774.086
22578,Spain,2022-02,Imports from EU,1274.765
22579,Spain,2022-03,Imports from EU,896.9
22580,Spain,2022-04,Imports from EU,518.439
22581,Spain,2022-05,Imports from EU,660.66
22582,Spain,2022-06,Imports from EU,461.36
22583,Finland,2017-01,Imports from EU,1402.0
22584,Finland,2017-02,Imports from EU,1349.0
22585,Finland,2017-03,Imports from EU,1111.0
22586,Finland,2017-04,Imports from EU,1495.0
22587,Finland,2017-05,Imports from EU,1262.0
22588,Finland,2017-06,Imports from EU,1405.0
22589,Finland,2017-07,Imports from EU,1680.0
22590,Finland,2017-08,Imports from EU,1587.0
22591,Finland,2017-09,Imports from EU,1115.0
22592,Finland,2017-10,Imports from EU,1352.0
22593,Finland,2017-11,Imports from EU,1190.0
22594,Finland,2017-12,Imports from EU,1180.0
22595,Finland,2018-01,Imports from EU,1345.0
22596,Finland,2018-02,Imports from EU,1322.0
22597,Finland,2018-03,Imports from EU,1164.0
22598,Finland,2018-04,Imports from EU,1219.0
22599,Finland,2018-05,Imports from EU,1307.0
22600,Finland,2018-06,Imports from EU,1278.0
22601,Finland,2018-07,Imports from EU,1315.0
22602,Finland,2018-08,Imports from EU,1027.0
22603,Finland,2018-09,Imports from EU,1124.0
22604,Finland,2018-10,Imports from EU,1303.0
22605,Finland,2018-11,Imports from EU,928.0
22606,Finland,2018-12,Imports from EU,1179.0
22607,Finland,2019-01,Imports from EU,1537.0
22608,Finland,2019-02,Imports from EU,1159.0
22609,Finland,2019-03,Imports from EU,1126.0
22610,Finland,2019-04,Imports from EU,994.0
22611,Finland,2019-05,Imports from EU,1068.0
22612,Finland,2019-06,Imports from EU,1184.0
22613,Finland,2019-07,Imports from EU,1700.0
22614,Finland,2019-08,Imports from EU,1544.0
22615,Finland,2019-09,Imports from EU,1603.0
22616,Finland,2019-10,Imports from EU,1460.0
22617,Finland,2019-11,Imports from EU,1487.0
22618,Finland,2019-12,Imports from EU,1237.0
22619,Finland,2020-01,Imports from EU,1251.644
22620,Finland,2020-02,Imports from EU,1506.084
22621,Finland,2020-03,Imports from EU,1722.739
22622,Finland,2020-04,Imports from EU,1656.572
22623,Finland,2020-05,Imports from EU,1662.769
22624,Finland,2020-06,Imports from EU,1362.113
22625,Finland,2020-07,Imports from EU,1762.231
22626,Finland,2020-08,Imports from EU,1632.28
22627,Finland,2020-09,Imports from EU,1340.056
22628,Finland,2020-10,Imports from EU,1654.814
22629,Finland,2020-11,Imports from EU,1405.0
22630,Finland,2020-12,Imports from EU,1532.0
22631,Finland,2021-01,Imports from EU,1264.824
22632,Finland,2021-02,Imports from EU,1301.315
22633,Finland,2021-03,Imports from EU,1235.365
22634,Finland,2021-04,Imports from EU,1285.269
22635,Finland,2021-05,Imports from EU,1122.345
22636,Finland,2021-06,Imports from EU,1255.947
22637,Finland,2021-07,Imports from EU,1581.0
22638,Finland,2021-08,Imports from EU,1295.465
22639,Finland,2021-09,Imports from EU,1218.145
22640,Finland,2021-10,Imports from EU,880.666
22641,Finland,2021-11,Imports from EU,1290.879
22642,Finland,2021-12,Imports from EU,1358.65
22643,Finland,2022-01,Imports from EU,1413.996
22644,Finland,2022-02,Imports from EU,1245.896
22645,Finland,2022-03,Imports from EU,922.21
22646,Finland,2022-04,Imports from EU,796.496
22647,Finland,2022-05,Imports from EU,1113.715
22648,Finland,2022-06,Imports from EU,1500.884
22649,France,2017-01,Imports from EU,2778.559
22650,France,2017-02,Imports from EU,1319.729
22651,France,2017-03,Imports from EU,685.776
22652,France,2017-04,Imports from EU,430.519
22653,France,2017-05,Imports from EU,278.633
22654,France,2017-06,Imports from EU,563.869
22655,France,2017-07,Imports from EU,623.857
22656,France,2017-08,Imports from EU,486.664
22657,France,2017-09,Imports from EU,533.489
22658,France,2017-10,Imports from EU,1468.845
22659,France,2017-11,Imports from EU,2738.885
22660,France,2017-12,Imports from EU,2130.167
22661,France,2018-01,Imports from EU,379.285
22662,France,2018-02,Imports from EU,1472.373
22663,France,2018-03,Imports from EU,1747.37
22664,France,2018-04,Imports from EU,484.151
22665,France,2018-05,Imports from EU,119.61
22666,France,2018-06,Imports from EU,41.661
22667,France,2018-07,Imports from EU,169.428
22668,France,2018-08,Imports from EU,674.384
22669,France,2018-09,Imports from EU,400.769
22670,France,2018-10,Imports from EU,777.451
22671,France,2018-11,Imports from EU,1593.092
22672,France,2018-12,Imports from EU,877.932
22673,France,2019-01,Imports from EU,2015.282
22674,France,2019-02,Imports from EU,718.429
22675,France,2019-03,Imports from EU,429.645
22676,France,2019-04,Imports from EU,539.72
22677,France,2019-05,Imports from EU,127.145
22678,France,2019-06,Imports from EU,94.479
22679,France,2019-07,Imports from EU,399.828
22680,France,2019-08,Imports from EU,332.354
22681,France,2019-09,Imports from EU,817.267
22682,France,2019-10,Imports from EU,901.052
22683,France,2019-11,Imports from EU,2169.49
22684,France,2019-12,Imports from EU,1792.022
22685,France,2020-01,Imports from EU,1126.283
22686,France,2020-02,Imports from EU,377.579
22687,France,2020-03,Imports from EU,898.721
22688,France,2020-04,Imports from EU,583.446
22689,France,2020-05,Imports from EU,393.792
22690,France,2020-06,Imports from EU,739.329
22691,France,2020-07,Imports from EU,1303.778
22692,France,2020-08,Imports from EU,1313.777
22693,France,2020-09,Imports from EU,2289.208
22694,France,2020-10,Imports from EU,1477.788
22695,France,2020-11,Imports from EU,1111.502
22696,France,2020-12,Imports from EU,2171.927
22697,France,2021-01,Imports from EU,2581.737
22698,France,2021-02,Imports from EU,2056.81
22699,France,2021-03,Imports from EU,2061.946
22700,France,2021-04,Imports from EU,2352.203
22701,France,2021-05,Imports from EU,903.53
22702,France,2021-06,Imports from EU,406.282
22703,France,2021-07,Imports from EU,472.518
22704,France,2021-08,Imports from EU,243.862
22705,France,2021-09,Imports from EU,471.834
22706,France,2021-10,Imports from EU,862.612
22707,France,2021-11,Imports from EU,2756.275
22708,France,2021-12,Imports from EU,3533.38
22709,France,2022-01,Imports from EU,3160.676
22710,France,2022-02,Imports from EU,1789.812
22711,France,2022-03,Imports from EU,3154.591
22712,France,2022-04,Imports from EU,2747.49
22713,France,2022-05,Imports from EU,1750.155
22714,France,2022-06,Imports from EU,2106.99
22715,Georgia,2018-01,Imports from EU,0.0
