,country,time-period,energy-balance,value(GWH)
0,Albania,2018-01,Internal market,588.34
1,Albania,2018-02,Internal market,542.046
2,Albania,2018-03,Internal market,564.343
3,Albania,2018-04,Internal market,465.565
4,Albania,2018-05,Internal market,476.886
5,Albania,2018-06,Internal market,479.546
6,Albania,2018-07,Internal market,517.478
7,Albania,2018-08,Internal market,550.17
8,Albania,2018-09,Internal market,475.65
9,Albania,2018-10,Internal market,497.155
10,Albania,2018-11,Internal market,528.975
11,Albania,2018-12,Internal market,653.736
12,Albania,2019-01,Internal market,631.702
13,Albania,2019-02,Internal market,545.847
14,Albania,2019-03,Internal market,559.639
15,Albania,2019-04,Internal market,528.04
16,Albania,2019-05,Internal market,518.804
17,Albania,2019-06,Internal market,527.613
18,Albania,2019-07,Internal market,550.73
19,Albania,2019-08,Internal market,578.114
20,Albania,2019-09,Internal market,493.023
21,Albania,2019-10,Internal market,465.219
22,Albania,2019-11,Internal market,495.912
23,Albania,2019-12,Internal market,601.745
24,Albania,2020-01,Internal market,620.435
25,Albania,2020-02,Internal market,576.753
26,Albania,2020-03,Internal market,543.26
27,Albania,2020-04,Internal market,474.191
28,Albania,2020-05,Internal market,475.995
29,Albania,2020-06,Internal market,481.078
30,Albania,2020-07,Internal market,530.676
31,Albania,2020-08,Internal market,540.98
32,Albania,2020-09,Internal market,507.919
33,Albania,2020-10,Internal market,511.867
34,Albania,2020-11,Internal market,558.846
35,Albania,2020-12,Internal market,664.89
36,Albania,2021-01,Internal market,656.63
37,Albania,2021-02,Internal market,597.971
38,Albania,2021-03,Internal market,617.122
39,Albania,2021-04,Internal market,594.413
40,Albania,2021-05,Internal market,540.115
41,Albania,2021-06,Internal market,547.893
42,Albania,2021-07,Internal market,616.085
43,Albania,2021-08,Internal market,632.615
44,Albania,2021-09,Internal market,530.824
45,Albania,2021-10,Internal market,552.893
46,Albania,2021-11,Internal market,573.072
47,Albania,2021-12,Internal market,705.905
48,Albania,2022-01,Internal market,668.344
49,Albania,2022-02,Internal market,628.763
50,Albania,2022-03,Internal market,663.317
51,Albania,2022-04,Internal market,563.197
52,Albania,2022-05,Internal market,526.352
53,Austria,2008-01,Internal market,6187.0
54,Austria,2008-02,Internal market,5725.0
55,Austria,2008-03,Internal market,5878.0
56,Austria,2008-04,Internal market,5438.0
57,Austria,2008-05,Internal market,5218.0
58,Austria,2008-06,Internal market,5210.0
59,Austria,2008-07,Internal market,5297.0
60,Austria,2008-08,Internal market,5086.0
61,Austria,2008-09,Internal market,5343.0
62,Austria,2008-10,Internal market,5630.0
63,Austria,2008-11,Internal market,5634.0
64,Austria,2008-12,Internal market,5786.0
65,Austria,2009-01,Internal market,6083.0
66,Austria,2009-02,Internal market,5474.0
67,Austria,2009-03,Internal market,5719.0
68,Austria,2009-04,Internal market,4883.0
69,Austria,2009-05,Internal market,4896.0
70,Austria,2009-06,Internal market,4846.0
71,Austria,2009-07,Internal market,5052.0
72,Austria,2009-08,Internal market,4871.0
73,Austria,2009-09,Internal market,5075.0
74,Austria,2009-10,Internal market,5486.0
75,Austria,2009-11,Internal market,5577.0
76,Austria,2009-12,Internal market,5960.0
77,Austria,2010-01,Internal market,6191.0
78,Austria,2010-02,Internal market,5617.0
79,Austria,2010-03,Internal market,5900.0
80,Austria,2010-04,Internal market,5230.0
81,Austria,2010-05,Internal market,5165.0
82,Austria,2010-06,Internal market,5116.0
83,Austria,2010-07,Internal market,5255.0
84,Austria,2010-08,Internal market,5101.0
85,Austria,2010-09,Internal market,5255.0
86,Austria,2010-10,Internal market,5647.0
87,Austria,2010-11,Internal market,5771.0
88,Austria,2010-12,Internal market,6362.0
89,Austria,2011-01,Internal market,6236.0
90,Austria,2011-02,Internal market,5723.0
91,Austria,2011-03,Internal market,6003.0
92,Austria,2011-04,Internal market,5228.0
93,Austria,2011-05,Internal market,5294.0
94,Austria,2011-06,Internal market,5070.0
95,Austria,2011-07,Internal market,5264.0
96,Austria,2011-08,Internal market,5229.0
97,Austria,2011-09,Internal market,5307.0
98,Austria,2011-10,Internal market,5600.0
99,Austria,2011-11,Internal market,5814.0
100,Austria,2011-12,Internal market,6042.0
101,Austria,2012-01,Internal market,6184.0
102,Austria,2012-02,Internal market,6184.0
103,Austria,2012-03,Internal market,5881.0
104,Austria,2012-04,Internal market,5298.0
105,Austria,2012-05,Internal market,5245.0
106,Austria,2012-06,Internal market,5172.0
107,Austria,2012-07,Internal market,5318.0
108,Austria,2012-08,Internal market,5243.0
109,Austria,2012-09,Internal market,5200.0
110,Austria,2012-10,Internal market,5629.0
111,Austria,2012-11,Internal market,5744.0
112,Austria,2012-12,Internal market,6126.0
113,Austria,2013-01,Internal market,6338.0
114,Austria,2013-02,Internal market,5812.0
115,Austria,2013-03,Internal market,6103.0
116,Austria,2013-04,Internal market,5422.0
117,Austria,2013-05,Internal market,5241.0
118,Austria,2013-06,Internal market,5204.0
119,Austria,2013-07,Internal market,5360.0
120,Austria,2013-08,Internal market,5209.0
121,Austria,2013-09,Internal market,5283.0
122,Austria,2013-10,Internal market,5747.0
123,Austria,2013-11,Internal market,5890.0
124,Austria,2013-12,Internal market,6100.0
125,Austria,2014-01,Internal market,6237.0
126,Austria,2014-02,Internal market,5652.0
127,Austria,2014-03,Internal market,5839.0
128,Austria,2014-04,Internal market,5360.0
129,Austria,2014-05,Internal market,5362.0
130,Austria,2014-06,Internal market,5152.0
131,Austria,2014-07,Internal market,5409.0
132,Austria,2014-08,Internal market,5180.0
133,Austria,2014-09,Internal market,5364.0
134,Austria,2014-10,Internal market,5690.0
135,Austria,2014-11,Internal market,5693.0
136,Austria,2014-12,Internal market,6072.0
137,Austria,2015-01,Internal market,6340.0
138,Austria,2015-02,Internal market,5857.0
139,Austria,2015-03,Internal market,6044.0
140,Austria,2015-04,Internal market,5395.0
141,Austria,2015-05,Internal market,5334.0
142,Austria,2015-06,Internal market,5260.0
143,Austria,2015-07,Internal market,5450.0
144,Austria,2015-08,Internal market,5294.0
145,Austria,2015-09,Internal market,5371.0
146,Austria,2015-10,Internal market,5666.0
147,Austria,2015-11,Internal market,5843.0
148,Austria,2015-12,Internal market,6067.0
149,Austria,2016-01,Internal market,6397.0
150,Austria,2016-02,Internal market,5888.0
151,Austria,2016-03,Internal market,6067.0
152,Austria,2016-04,Internal market,5361.0
153,Austria,2016-05,Internal market,5324.0
154,Austria,2016-06,Internal market,5317.0
155,Austria,2016-07,Internal market,5360.0
156,Austria,2016-08,Internal market,5229.0
157,Austria,2016-09,Internal market,5341.0
158,Austria,2016-10,Internal market,5777.0
159,Austria,2016-11,Internal market,6097.0
160,Austria,2016-12,Internal market,6372.0
161,Austria,2017-01,Internal market,6487.446
162,Austria,2017-02,Internal market,5573.772
163,Austria,2017-03,Internal market,5701.377
164,Austria,2017-04,Internal market,5137.276
165,Austria,2017-05,Internal market,5091.377
166,Austria,2017-06,Internal market,5001.528
167,Austria,2017-07,Internal market,5128.008
168,Austria,2017-08,Internal market,5100.821
169,Austria,2017-09,Internal market,5204.858
170,Austria,2017-10,Internal market,5416.884
171,Austria,2017-11,Internal market,5829.19
172,Austria,2017-12,Internal market,6044.64
173,Austria,2018-01,Internal market,6112.774
174,Austria,2018-02,Internal market,5784.098
175,Austria,2018-03,Internal market,6142.653
176,Austria,2018-04,Internal market,5088.123
177,Austria,2018-05,Internal market,5128.399
178,Austria,2018-06,Internal market,5104.72
179,Austria,2018-07,Internal market,5155.167
180,Austria,2018-08,Internal market,5158.118
181,Austria,2018-09,Internal market,5080.326
182,Austria,2018-10,Internal market,5500.696
183,Austria,2018-11,Internal market,5747.568
184,Austria,2018-12,Internal market,6077.264
185,Austria,2019-01,Internal market,6392.332
186,Austria,2019-02,Internal market,5573.692
187,Austria,2019-03,Internal market,5765.677
188,Austria,2019-04,Internal market,5245.656
189,Austria,2019-05,Internal market,5355.76
190,Austria,2019-06,Internal market,5028.373
191,Austria,2019-07,Internal market,5238.936
192,Austria,2019-08,Internal market,5108.134
193,Austria,2019-09,Internal market,5129.621
194,Austria,2019-10,Internal market,5510.255
195,Austria,2019-11,Internal market,5692.274
196,Austria,2019-12,Internal market,5970.166
197,Austria,2020-01,Internal market,6191.459
198,Austria,2020-02,Internal market,5637.256
199,Austria,2020-03,Internal market,5536.454
200,Austria,2020-04,Internal market,4553.688
201,Austria,2020-05,Internal market,4748.615
202,Austria,2020-06,Internal market,4715.88
203,Austria,2020-07,Internal market,5016.111
204,Austria,2020-08,Internal market,4984.917
205,Austria,2020-09,Internal market,5070.661
206,Austria,2020-10,Internal market,5569.589
207,Austria,2020-11,Internal market,5653.941
208,Austria,2020-12,Internal market,5948.676
209,Austria,2021-01,Internal market,6061.711
210,Austria,2021-02,Internal market,5417.159
211,Austria,2021-03,Internal market,5837.977
212,Austria,2021-04,Internal market,5292.216
213,Austria,2021-05,Internal market,5200.376
214,Austria,2021-06,Internal market,5139.668
215,Austria,2021-07,Internal market,5238.894
216,Austria,2021-08,Internal market,5125.441
217,Austria,2021-09,Internal market,5138.257
218,Austria,2021-10,Internal market,5534.87
219,Austria,2021-11,Internal market,5889.139
220,Austria,2021-12,Internal market,6194.275
221,Austria,2022-01,Internal market,6241.162
222,Austria,2022-02,Internal market,5572.221
223,Austria,2022-03,Internal market,5889.35
224,Austria,2022-04,Internal market,5254.954
225,Austria,2022-05,Internal market,5067.914
226,Bosnia and Herzegovina,2017-01,Internal market,1273.513
227,Bosnia and Herzegovina,2017-02,Internal market,1017.982
228,Bosnia and Herzegovina,2017-03,Internal market,1015.055
229,Bosnia and Herzegovina,2017-04,Internal market,979.291
230,Bosnia and Herzegovina,2017-05,Internal market,925.63
231,Bosnia and Herzegovina,2017-06,Internal market,955.437
232,Bosnia and Herzegovina,2017-07,Internal market,1010.719
233,Bosnia and Herzegovina,2017-08,Internal market,999.384
234,Bosnia and Herzegovina,2018-01,Internal market,1120.81
235,Bosnia and Herzegovina,2018-02,Internal market,977.235
236,Bosnia and Herzegovina,2018-03,Internal market,1154.489
237,Bosnia and Herzegovina,2018-04,Internal market,945.733
238,Bosnia and Herzegovina,2018-05,Internal market,920.333
239,Bosnia and Herzegovina,2019-01,Internal market,1189.721
240,Bosnia and Herzegovina,2019-02,Internal market,1001.703
241,Bosnia and Herzegovina,2019-03,Internal market,1006.861
242,Bosnia and Herzegovina,2019-04,Internal market,961.185
243,Bosnia and Herzegovina,2019-05,Internal market,972.69
244,Bosnia and Herzegovina,2019-06,Internal market,933.193
245,Bosnia and Herzegovina,2019-07,Internal market,909.022
246,Bosnia and Herzegovina,2019-08,Internal market,915.005
247,Bosnia and Herzegovina,2019-09,Internal market,852.962
248,Bosnia and Herzegovina,2019-10,Internal market,926.398
249,Bosnia and Herzegovina,2019-11,Internal market,938.653
250,Bosnia and Herzegovina,2019-12,Internal market,1081.473
251,Bosnia and Herzegovina,2020-01,Internal market,1104.003
252,Bosnia and Herzegovina,2020-02,Internal market,945.988
253,Bosnia and Herzegovina,2020-03,Internal market,898.188
254,Bosnia and Herzegovina,2020-04,Internal market,797.601
255,Bosnia and Herzegovina,2020-05,Internal market,770.756
256,Bosnia and Herzegovina,2020-06,Internal market,780.613
257,Bosnia and Herzegovina,2020-07,Internal market,855.121
258,Bosnia and Herzegovina,2020-08,Internal market,817.484
259,Bosnia and Herzegovina,2020-09,Internal market,807.802
260,Bosnia and Herzegovina,2020-10,Internal market,892.806
261,Bosnia and Herzegovina,2020-11,Internal market,975.642
262,Bosnia and Herzegovina,2020-12,Internal market,1045.628
263,Bosnia and Herzegovina,2021-01,Internal market,1043.151
264,Bosnia and Herzegovina,2021-02,Internal market,924.437
265,Bosnia and Herzegovina,2021-03,Internal market,1025.019
266,Bosnia and Herzegovina,2021-04,Internal market,919.401
267,Bosnia and Herzegovina,2021-05,Internal market,832.247
268,Bosnia and Herzegovina,2021-06,Internal market,848.925
269,Bosnia and Herzegovina,2021-07,Internal market,939.736
270,Bosnia and Herzegovina,2021-08,Internal market,949.904
271,Bosnia and Herzegovina,2021-09,Internal market,889.026
272,Bosnia and Herzegovina,2021-10,Internal market,939.904
273,Bosnia and Herzegovina,2021-11,Internal market,955.585
274,Bosnia and Herzegovina,2021-12,Internal market,1067.647
275,Bosnia and Herzegovina,2022-01,Internal market,1083.096
276,Bosnia and Herzegovina,2022-02,Internal market,949.59
277,Bosnia and Herzegovina,2022-03,Internal market,1033.812
278,Bosnia and Herzegovina,2022-04,Internal market,892.466
279,Bosnia and Herzegovina,2022-05,Internal market,827.498
280,Belgium,2008-01,Internal market,8400.0
281,Belgium,2008-02,Internal market,7932.0
282,Belgium,2008-03,Internal market,8047.0
283,Belgium,2008-04,Internal market,7547.0
284,Belgium,2008-05,Internal market,7222.0
285,Belgium,2008-06,Internal market,7029.0
286,Belgium,2008-07,Internal market,6895.0
287,Belgium,2008-08,Internal market,6833.0
288,Belgium,2008-09,Internal market,7142.0
289,Belgium,2008-10,Internal market,7576.0
290,Belgium,2008-11,Internal market,7372.0
291,Belgium,2008-12,Internal market,7502.0
292,Belgium,2009-01,Internal market,7968.0
293,Belgium,2009-02,Internal market,7116.0
294,Belgium,2009-03,Internal market,7189.0
295,Belgium,2009-04,Internal market,6422.0
296,Belgium,2009-05,Internal market,6479.0
297,Belgium,2009-06,Internal market,6388.0
298,Belgium,2009-07,Internal market,6303.0
299,Belgium,2009-08,Internal market,6438.0
300,Belgium,2009-09,Internal market,6754.0
301,Belgium,2009-10,Internal market,7276.0
302,Belgium,2009-11,Internal market,7202.0
303,Belgium,2009-12,Internal market,7794.0
304,Belgium,2010-01,Internal market,8310.0
305,Belgium,2010-02,Internal market,7458.0
306,Belgium,2010-03,Internal market,7758.0
307,Belgium,2010-04,Internal market,7057.0
308,Belgium,2010-05,Internal market,7056.0
309,Belgium,2010-06,Internal market,6919.0
310,Belgium,2010-07,Internal market,6647.0
311,Belgium,2010-08,Internal market,6672.0
312,Belgium,2010-09,Internal market,6893.0
313,Belgium,2010-10,Internal market,7372.0
314,Belgium,2010-11,Internal market,7637.0
315,Belgium,2010-12,Internal market,8392.0
316,Belgium,2011-01,Internal market,8556.0
317,Belgium,2011-02,Internal market,7301.0
318,Belgium,2011-03,Internal market,7637.0
319,Belgium,2011-04,Internal market,6783.0
320,Belgium,2011-05,Internal market,6957.0
321,Belgium,2011-06,Internal market,6718.0
322,Belgium,2011-07,Internal market,6500.0
323,Belgium,2011-08,Internal market,6621.0
324,Belgium,2011-09,Internal market,6714.0
325,Belgium,2011-10,Internal market,7136.0
326,Belgium,2011-11,Internal market,7112.0
327,Belgium,2011-12,Internal market,7551.0
328,Belgium,2012-01,Internal market,7826.0
329,Belgium,2012-02,Internal market,7877.0
330,Belgium,2012-03,Internal market,7415.0
331,Belgium,2012-04,Internal market,6849.0
332,Belgium,2012-05,Internal market,6684.0
333,Belgium,2012-06,Internal market,6475.0
334,Belgium,2012-07,Internal market,6205.0
335,Belgium,2012-08,Internal market,6218.0
336,Belgium,2012-09,Internal market,6457.0
337,Belgium,2012-10,Internal market,6766.0
338,Belgium,2012-11,Internal market,7030.0
339,Belgium,2012-12,Internal market,7412.0
340,Belgium,2013-01,Internal market,7953.0
341,Belgium,2013-02,Internal market,7037.0
342,Belgium,2013-03,Internal market,7726.0
343,Belgium,2013-04,Internal market,6923.0
344,Belgium,2013-05,Internal market,6766.0
345,Belgium,2013-06,Internal market,6489.0
346,Belgium,2013-07,Internal market,6511.0
347,Belgium,2013-08,Internal market,6498.0
348,Belgium,2013-09,Internal market,6679.0
349,Belgium,2013-10,Internal market,7194.0
350,Belgium,2013-11,Internal market,7461.0
351,Belgium,2013-12,Internal market,7551.0
352,Belgium,2014-01,Internal market,7795.0
353,Belgium,2014-02,Internal market,7058.0
354,Belgium,2014-03,Internal market,7304.0
355,Belgium,2014-04,Internal market,6738.0
356,Belgium,2014-05,Internal market,6751.0
357,Belgium,2014-06,Internal market,6484.0
358,Belgium,2014-07,Internal market,6501.0
359,Belgium,2014-08,Internal market,6511.0
360,Belgium,2014-09,Internal market,6632.0
361,Belgium,2014-10,Internal market,7151.0
362,Belgium,2014-11,Internal market,7037.0
363,Belgium,2014-12,Internal market,7595.0
364,Belgium,2015-01,Internal market,7878.0
365,Belgium,2015-02,Internal market,7220.0
366,Belgium,2015-03,Internal market,7539.0
367,Belgium,2015-04,Internal market,6798.0
368,Belgium,2015-05,Internal market,6663.0
369,Belgium,2015-06,Internal market,6566.0
370,Belgium,2015-07,Internal market,6451.0
371,Belgium,2015-08,Internal market,6610.0
372,Belgium,2015-09,Internal market,6726.0
373,Belgium,2015-10,Internal market,7198.0
374,Belgium,2015-11,Internal market,7165.0
375,Belgium,2015-12,Internal market,7290.0
376,Belgium,2016-01,Internal market,7749.0
377,Belgium,2016-02,Internal market,7293.0
378,Belgium,2016-03,Internal market,7511.0
379,Belgium,2016-04,Internal market,6833.0
380,Belgium,2016-05,Internal market,6635.0
381,Belgium,2016-06,Internal market,6491.0
382,Belgium,2016-07,Internal market,6356.0
383,Belgium,2016-08,Internal market,6564.0
384,Belgium,2016-09,Internal market,6618.0
385,Belgium,2016-10,Internal market,7095.0
386,Belgium,2016-11,Internal market,7349.0
387,Belgium,2016-12,Internal market,7704.0
388,Belgium,2017-01,Internal market,7821.644
389,Belgium,2017-02,Internal market,6778.638
390,Belgium,2017-03,Internal market,7034.123
391,Belgium,2017-04,Internal market,6480.252
392,Belgium,2017-05,Internal market,6425.014
393,Belgium,2017-06,Internal market,6322.474
394,Belgium,2017-07,Internal market,6159.814
395,Belgium,2017-08,Internal market,6283.773
396,Belgium,2017-09,Internal market,6348.503
397,Belgium,2017-10,Internal market,6842.773
398,Belgium,2017-11,Internal market,7067.314
399,Belgium,2017-12,Internal market,7439.216
400,Belgium,2018-01,Internal market,7492.472
401,Belgium,2018-02,Internal market,7130.65
402,Belgium,2018-03,Internal market,7454.69
403,Belgium,2018-04,Internal market,6427.922
404,Belgium,2018-05,Internal market,6496.643
405,Belgium,2018-06,Internal market,6355.8
406,Belgium,2018-07,Internal market,6441.42
407,Belgium,2018-08,Internal market,6385.816
408,Belgium,2018-09,Internal market,6254.323
409,Belgium,2018-10,Internal market,6773.29
410,Belgium,2018-11,Internal market,6949.913
411,Belgium,2018-12,Internal market,7194.757
412,Belgium,2019-01,Internal market,7598.43
413,Belgium,2019-02,Internal market,6688.507
414,Belgium,2019-03,Internal market,6993.838
415,Belgium,2019-04,Internal market,6391.474
416,Belgium,2019-05,Internal market,6415.349
417,Belgium,2019-06,Internal market,6132.191
418,Belgium,2019-07,Internal market,6160.416
419,Belgium,2019-08,Internal market,6242.491
420,Belgium,2019-09,Internal market,6349.651
421,Belgium,2019-10,Internal market,6826.437
422,Belgium,2019-11,Internal market,7049.161
423,Belgium,2019-12,Internal market,7199.912
424,Belgium,2020-01,Internal market,7510.72
425,Belgium,2020-02,Internal market,6995.115
426,Belgium,2020-03,Internal market,6807.619
427,Belgium,2020-04,Internal market,5787.627
428,Belgium,2020-05,Internal market,6071.529
429,Belgium,2020-06,Internal market,6117.235
430,Belgium,2020-07,Internal market,6139.197
431,Belgium,2020-08,Internal market,6364.316
432,Belgium,2020-09,Internal market,6324.405
433,Belgium,2020-10,Internal market,6736.043
434,Belgium,2020-11,Internal market,6711.446
435,Belgium,2020-12,Internal market,7225.934
436,Belgium,2021-01,Internal market,7654.327
437,Belgium,2021-02,Internal market,6766.767
438,Belgium,2021-03,Internal market,7061.353
439,Belgium,2021-04,Internal market,6701.45
440,Belgium,2021-05,Internal market,6559.611
441,Belgium,2021-06,Internal market,6394.948
442,Belgium,2021-07,Internal market,6315.031
443,Belgium,2021-08,Internal market,6360.164
444,Belgium,2021-09,Internal market,6428.64
445,Belgium,2021-10,Internal market,6852.319
446,Belgium,2021-11,Internal market,7008.301
447,Belgium,2021-12,Internal market,7348.699
448,Belgium,2022-01,Internal market,7459.423
449,Belgium,2022-02,Internal market,6648.22
450,Belgium,2022-03,Internal market,6725.371
451,Belgium,2022-04,Internal market,6417.0
452,Belgium,2022-05,Internal market,6402.86
453,Bulgaria,2008-01,Internal market,3808.0
454,Bulgaria,2008-02,Internal market,3281.0
455,Bulgaria,2008-03,Internal market,2923.0
456,Bulgaria,2008-04,Internal market,2593.0
457,Bulgaria,2008-05,Internal market,2449.0
458,Bulgaria,2008-06,Internal market,2393.0
459,Bulgaria,2008-07,Internal market,2540.0
460,Bulgaria,2008-08,Internal market,2560.0
461,Bulgaria,2008-09,Internal market,2480.0
462,Bulgaria,2008-10,Internal market,2695.0
463,Bulgaria,2008-11,Internal market,3000.0
464,Bulgaria,2008-12,Internal market,3320.0
465,Bulgaria,2009-01,Internal market,3627.0
466,Bulgaria,2009-02,Internal market,3098.0
467,Bulgaria,2009-03,Internal market,3122.0
468,Bulgaria,2009-04,Internal market,2436.0
469,Bulgaria,2009-05,Internal market,2311.0
470,Bulgaria,2009-06,Internal market,2292.0
471,Bulgaria,2009-07,Internal market,2461.0
472,Bulgaria,2009-08,Internal market,2406.0
473,Bulgaria,2009-09,Internal market,2304.0
474,Bulgaria,2009-10,Internal market,2617.0
475,Bulgaria,2009-11,Internal market,2813.0
476,Bulgaria,2009-12,Internal market,3253.0
477,Bulgaria,2010-01,Internal market,3496.0
478,Bulgaria,2010-02,Internal market,3074.0
479,Bulgaria,2010-03,Internal market,3041.0
480,Bulgaria,2010-04,Internal market,2460.0
481,Bulgaria,2010-05,Internal market,2303.0
482,Bulgaria,2010-06,Internal market,2291.0
483,Bulgaria,2010-07,Internal market,2401.0
484,Bulgaria,2010-08,Internal market,2495.0
485,Bulgaria,2010-09,Internal market,2212.0
486,Bulgaria,2010-10,Internal market,2721.0
487,Bulgaria,2010-11,Internal market,2545.0
488,Bulgaria,2010-12,Internal market,3219.0
489,Bulgaria,2011-01,Internal market,3541.0
490,Bulgaria,2011-02,Internal market,3176.0
491,Bulgaria,2011-03,Internal market,3174.0
492,Bulgaria,2011-04,Internal market,2502.0
493,Bulgaria,2011-05,Internal market,2297.0
494,Bulgaria,2011-06,Internal market,2363.0
495,Bulgaria,2011-07,Internal market,2499.0
496,Bulgaria,2011-08,Internal market,2480.0
497,Bulgaria,2011-09,Internal market,2353.0
498,Bulgaria,2011-10,Internal market,2748.0
499,Bulgaria,2011-11,Internal market,3161.0
500,Bulgaria,2011-12,Internal market,3316.0
501,Bulgaria,2012-01,Internal market,3619.0
502,Bulgaria,2012-02,Internal market,3636.0
503,Bulgaria,2012-03,Internal market,3121.0
504,Bulgaria,2012-04,Internal market,2444.0
505,Bulgaria,2012-05,Internal market,2368.0
506,Bulgaria,2012-06,Internal market,2389.0
507,Bulgaria,2012-07,Internal market,2602.0
508,Bulgaria,2012-08,Internal market,2515.0
509,Bulgaria,2012-09,Internal market,2285.0
510,Bulgaria,2012-10,Internal market,2419.0
511,Bulgaria,2012-11,Internal market,2781.0
512,Bulgaria,2012-12,Internal market,3394.0
513,Bulgaria,2013-01,Internal market,3495.0
514,Bulgaria,2013-02,Internal market,3066.0
515,Bulgaria,2013-03,Internal market,3144.0
516,Bulgaria,2013-04,Internal market,2639.0
517,Bulgaria,2013-05,Internal market,2267.0
518,Bulgaria,2013-06,Internal market,2331.0
519,Bulgaria,2013-07,Internal market,2455.0
520,Bulgaria,2013-08,Internal market,2455.0
521,Bulgaria,2013-09,Internal market,2308.0
522,Bulgaria,2013-10,Internal market,2599.0
523,Bulgaria,2013-11,Internal market,2759.0
524,Bulgaria,2013-12,Internal market,3378.0
525,Bulgaria,2014-01,Internal market,3346.0
526,Bulgaria,2014-02,Internal market,2898.0
527,Bulgaria,2014-03,Internal market,2799.0
528,Bulgaria,2014-04,Internal market,2560.0
529,Bulgaria,2014-05,Internal market,2431.0
530,Bulgaria,2014-06,Internal market,2370.0
531,Bulgaria,2014-07,Internal market,2501.0
532,Bulgaria,2014-08,Internal market,2488.0
533,Bulgaria,2014-09,Internal market,2375.0
534,Bulgaria,2014-10,Internal market,2665.0
535,Bulgaria,2014-11,Internal market,2966.0
536,Bulgaria,2014-12,Internal market,3273.0
537,Bulgaria,2015-01,Internal market,3491.0
538,Bulgaria,2015-02,Internal market,3048.0
539,Bulgaria,2015-03,Internal market,3104.0
540,Bulgaria,2015-04,Internal market,2579.0
541,Bulgaria,2015-05,Internal market,2306.0
542,Bulgaria,2015-06,Internal market,2307.0
543,Bulgaria,2015-07,Internal market,2611.0
544,Bulgaria,2015-08,Internal market,2534.0
545,Bulgaria,2015-09,Internal market,2395.0
546,Bulgaria,2015-10,Internal market,2631.0
547,Bulgaria,2015-11,Internal market,2693.0
548,Bulgaria,2015-12,Internal market,3076.0
549,Bulgaria,2016-01,Internal market,3633.0
550,Bulgaria,2016-02,Internal market,2872.0
551,Bulgaria,2016-03,Internal market,2896.0
552,Bulgaria,2016-04,Internal market,2373.0
553,Bulgaria,2016-05,Internal market,2384.0
554,Bulgaria,2016-06,Internal market,2381.0
555,Bulgaria,2016-07,Internal market,2548.0
556,Bulgaria,2016-08,Internal market,2516.0
557,Bulgaria,2016-09,Internal market,2410.0
558,Bulgaria,2016-10,Internal market,2701.0
559,Bulgaria,2016-11,Internal market,2933.0
560,Bulgaria,2016-12,Internal market,3507.0
561,Bulgaria,2017-01,Internal market,3514.934
562,Bulgaria,2017-02,Internal market,2847.529
563,Bulgaria,2017-03,Internal market,2618.419
564,Bulgaria,2017-04,Internal market,2398.724
565,Bulgaria,2017-05,Internal market,2232.996
566,Bulgaria,2017-06,Internal market,2200.924
567,Bulgaria,2017-07,Internal market,2393.501
568,Bulgaria,2017-08,Internal market,2397.175
569,Bulgaria,2017-09,Internal market,2262.455
570,Bulgaria,2017-10,Internal market,2438.806
571,Bulgaria,2017-11,Internal market,2682.644
572,Bulgaria,2017-12,Internal market,2904.045
573,Bulgaria,2018-01,Internal market,3104.087
574,Bulgaria,2018-02,Internal market,2801.703
575,Bulgaria,2018-03,Internal market,2784.985
576,Bulgaria,2018-04,Internal market,2036.724
577,Bulgaria,2018-05,Internal market,2155.304
578,Bulgaria,2018-06,Internal market,2212.142
579,Bulgaria,2018-07,Internal market,2317.101
580,Bulgaria,2018-08,Internal market,2361.972
581,Bulgaria,2018-09,Internal market,2235.787
582,Bulgaria,2018-10,Internal market,2414.576
583,Bulgaria,2018-11,Internal market,2738.452
584,Bulgaria,2018-12,Internal market,3215.684
585,Bulgaria,2019-01,Internal market,3327.901
586,Bulgaria,2019-02,Internal market,2806.37
587,Bulgaria,2019-03,Internal market,2649.193
588,Bulgaria,2019-04,Internal market,2478.091
589,Bulgaria,2019-05,Internal market,2350.692
590,Bulgaria,2019-06,Internal market,2320.856
591,Bulgaria,2019-07,Internal market,2465.84
592,Bulgaria,2019-08,Internal market,2448.896
593,Bulgaria,2019-09,Internal market,2284.318
594,Bulgaria,2019-10,Internal market,2387.817
595,Bulgaria,2019-11,Internal market,2566.598
596,Bulgaria,2019-12,Internal market,2985.722
597,Bulgaria,2020-01,Internal market,3242.1
598,Bulgaria,2020-02,Internal market,2865.71
599,Bulgaria,2020-03,Internal market,2757.335
600,Bulgaria,2020-04,Internal market,2349.46
601,Bulgaria,2020-05,Internal market,2166.811
602,Bulgaria,2020-06,Internal market,2159.043
603,Bulgaria,2020-07,Internal market,2378.525
604,Bulgaria,2020-08,Internal market,2321.958
605,Bulgaria,2020-09,Internal market,2241.829
606,Bulgaria,2020-10,Internal market,2379.931
607,Bulgaria,2020-11,Internal market,2737.874
608,Bulgaria,2020-12,Internal market,2949.284
609,Bulgaria,2021-01,Internal market,3123.58
610,Bulgaria,2021-02,Internal market,2803.77
611,Bulgaria,2021-03,Internal market,3028.845
612,Bulgaria,2021-04,Internal market,2623.781
613,Bulgaria,2021-05,Internal market,2257.185
614,Bulgaria,2021-06,Internal market,2328.04
